region,cloud_type,ctp_bin,tau_bin,physical_group,CF0,Q0_SW,Q0_LW,Q0_Net,CRE0_SW_ratio,CRE0_LW_ratio,CRE0_Net_ratio,CRE0_SW_monthlymean,CRE0_LW_monthlymean,CRE0_Net_monthlymean,difference_ratio_minus_monthlymean_Net,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48
CP,13,680-560,0.02-1.27,mid-level cloud,0.017938956337333403,-0.2428206993901237,0.27541084365123775,0.03259014426111403,-13.535943497715131,15.352668152609882,1.8167246548947507,-13.475616195341681,15.477245358044325,2.0016291627026432,-0.18490450780789258,248,True,True
CP,14,680-560,1.27-3.55,mid-level cloud,0.022325880579404118,-0.854353467677049,0.646449616111937,-0.20790385156511207,-38.267402920053236,28.955167694854293,-9.312235225198945,-38.386663017576836,29.151902414896327,-9.23476060268051,-0.07747462251843551,248,True,True
CP,15,680-560,3.55-9.38,mid-level cloud,0.014598554783598254,-1.1105855048841322,0.5084829635189961,-0.602102541365136,-76.07503080591893,34.83104807677854,-41.24398272914038,-76.1182716159248,34.93372285414543,-41.18454876177936,-0.05943396736101647,248,True,True
CP,16,680-560,9.38-22.63,mid-level cloud,0.004239656451586044,-0.5243857553128857,0.14163241465668594,-0.3827533406561997,-123.68590740806707,33.40657816830928,-90.27932923975779,-123.5510333520482,33.40224535145086,-90.1487880005973,-0.130541239160479,248,True,True
CP,17,680-560,22.63-60.36,mid-level cloud,0.000466592251207715,-0.07664637985072305,0.014471440015406878,-0.062174939835316176,-164.26843706112476,31.015174336799177,-133.2532627243256,-164.1222839938091,30.962422383532825,-133.15986161027627,-0.09340111404932827,248,True,True
CP,18,680-560,60.36-378.65,mid-level cloud,5.236750206830058e-06,-0.0011783559355607383,0.00015169154030759768,-0.0010266643952531408,-225.01663990462285,28.96673209842112,-196.04990780620176,-225.85822247080256,29.32117283835132,-196.53704963245124,0.4871418262494842,248,True,True
CP,19,560-440,0.02-1.27,mid-level cloud,0.009101892821651851,-0.08944443959052517,0.17869647333508543,0.08925203374456028,-9.827015253107804,19.632891403642656,9.805876150534855,-9.674138382996416,19.5935832240085,9.919444841012085,-0.11356869047722995,248,True,True
CP,20,560-440,1.27-3.55,mid-level cloud,0.006616108091897893,-0.3068429307950727,0.32016948711994325,0.013326556324870604,-46.3781616825205,48.392420842099575,2.0142591595790806,-46.668185118694836,48.53881334388981,1.8706282251949624,0.14363093438411823,248,True,True
CP,21,560-440,3.55-9.38,mid-level cloud,0.011046153188504462,-0.9477768214855783,0.5848652345326426,-0.3629115869529354,-85.80152794476118,52.94741296375481,-32.85411498100634,-86.04951789660338,53.2487919881383,-32.80072590846507,-0.05338907254127179,248,True,True
CP,22,560-440,9.38-22.63,mid-level cloud,0.004727395043733587,-0.6314705123001935,0.25048158637179735,-0.38098892592839617,-133.57684442666604,52.98511845415246,-80.5917259725136,-133.1046135306105,53.07212664427026,-80.03248688634024,-0.5592390861733634,248,True,True
CP,23,560-440,22.63-60.36,mid-level cloud,0.0007703988398201668,-0.1345012596547482,0.03997858626234062,-0.09452267339240757,-174.58652934387163,51.893362497369246,-122.69316684650235,-173.85150075252557,51.58203754361582,-122.26946320890971,-0.42370363759263796,248,True,True
CP,24,560-440,60.36-378.65,mid-level cloud,1.559157512896402e-05,-0.003601647941632134,0.0008166204569504443,-0.002785027484681689,-230.9996207465567,52.37575101911494,-178.6238697274417,-231.85837906914622,51.27972680055738,-180.57865226858883,1.9547825411471251,248,True,True
CP,25,440-310,0.02-1.27,thin high cloud,0.03609537369274577,-0.684855152985826,1.4043098222921642,0.7194546693063382,-18.97348837043524,38.90553493769186,19.932046567256616,-18.97247112959485,38.88017415224618,19.907703022651337,0.024343544605279988,248,True,True
CP,26,440-310,1.27-3.55,thin high cloud,0.015853764601358334,-0.8910811865072421,1.0694307794199986,0.17834959291275668,-56.20628342311171,67.45595171309475,11.249668289983054,-56.58395539922619,67.52949456938606,10.94553917015987,0.3041291198231839,248,True,True
CP,27,440-310,3.55-9.38,thick anvil cloud,0.012725019659216184,-1.4025954208453464,1.0057050171896738,-0.39689040365567274,-110.22343842349248,79.03367099800784,-31.189767425484654,-110.41365965563584,79.30917079517207,-31.10448886046378,-0.08527856502087516,248,True,True
CP,28,440-310,9.38-22.63,thick anvil cloud,0.008640705904283912,-1.3379165296342412,0.7266934018071426,-0.6112231278270985,-154.83879956739707,84.10116139317513,-70.73763817422194,-154.4759096253199,84.42976480058141,-70.04614482473846,-0.6914933494834798,248,True,True
CP,29,440-310,22.63-60.36,deep convective cloud,0.00207852567013926,-0.3995019950777758,0.17753307834062967,-0.22196891673714608,-192.20450380630103,85.41298329442093,-106.79152051188008,-191.49985985325162,85.70638274845976,-105.79347710479188,-0.998043407088204,248,True,True
CP,30,440-310,60.36-378.65,deep convective cloud,0.00012070225407089866,-0.02790367594329569,0.010744719441953578,-0.017158956501342117,-231.1777535397599,89.0183826694926,-142.1593708702673,-231.60570972611535,89.32178549149118,-142.2839242346242,0.12455336435689901,248,True,True
CP,31,310-180,0.02-1.27,thin high cloud,0.05444744438071435,-0.856000572253013,1.7115380565896061,0.8555374843365932,-15.721593216893282,31.43468120600798,15.713087989114698,-15.770615390787462,31.463028440210515,15.69241304942305,0.0206749396916468,248,True,True
CP,32,310-180,1.27-3.55,thin high cloud,0.05068633057991215,-3.3738678143625807,4.369089088182279,0.9952212738196985,-66.56366274223255,86.19856750715,19.634904764917458,-66.74629778674459,86.16816195819575,19.42186417145115,0.21304059346630666,248,True,True
CP,33,310-180,3.55-9.38,thick anvil cloud,0.04722584507994363,-5.559084389339676,5.333211955585541,-0.2258724337541354,-117.71275622340461,112.92994220765158,-4.782814015753025,-117.76540753315183,112.89779785800168,-4.867609675150146,0.08479565939712153,248,True,True
CP,34,310-180,9.38-22.63,thick anvil cloud,0.03234239792027853,-5.535274337167911,4.136607704771148,-1.3986666323967634,-171.14607119768692,127.90046412042672,-43.24560707726022,-170.9400864007125,127.98241810899684,-42.9576682917157,-0.2879387855445188,248,True,True
CP,35,310-180,22.63-60.36,deep convective cloud,0.018132315001297385,-3.825889205162956,2.477915792436652,-1.347973412726304,-210.99838630032679,136.65744237618608,-74.3409439241407,-210.67823302682177,136.80731800259193,-73.87091502422986,-0.47002889991084373,248,True,True
CP,36,310-180,60.36-378.65,deep convective cloud,0.003572953574837538,-0.863344118911935,0.5135627839633716,-0.3497813349485633,-241.633175698677,143.73620401343257,-97.89697168524442,-241.19847964661517,143.97155483507441,-97.22692481154077,-0.6700468737036545,248,True,True
CP,37,180-10,0.02-1.27,thin high cloud,0.017357647445695366,0.0032113542897346165,0.13520172114606863,0.13841307543580322,0.18501091808561998,7.789173133574513,7.974184051660132,-0.06114931975353258,8.310236481078839,8.249087161325305,-0.2749031096651722,248,True,True
