month,region,phase_index,HCCF_anom,HCTB_anom,LCSP_anom,Direct_Net_anom_formal,direct_source_verified,metric_source_verified
2006-03-01,EP,-1,0.0020205392,-0.0125653566,0.0004737413,1.3598442156,True,True
2006-04-01,EP,0,-0.0046749884,-0.0082280012,-0.0034344268,0.8673691603,True,True
2006-05-01,EP,0,0.0058526010,-0.0067805369,0.0182503939,1.2712811737,True,True
2006-06-01,EP,0,-0.0005147651,0.0000670338,-0.0169304861,-1.0915058701,True,True
2006-07-01,EP,0,-0.0002512901,0.0046079810,0.0206201749,0.4268252011,True,True
2006-08-01,EP,0,-0.0092076113,-0.0085711895,0.0094925791,2.2583450656,True,True
2006-09-01,EP,1,0.0044395597,-0.0049934435,0.0253154303,3.2670814483,True,True
2006-10-01,EP,1,0.0472920836,-0.0029745594,0.0431272133,4.3814582939,True,True
2006-11-01,EP,1,0.0122199167,0.0111024715,0.0456589452,4.3095825199,True,True
2006-12-01,EP,1,0.0200722043,-0.0046348807,0.0215771129,2.3646204173,True,True
2007-01-01,EP,1,0.0134630224,-0.0121145946,-0.0046247920,-3.1300086896,True,True
2007-02-01,EP,0,-0.0051762826,-0.0077755696,-0.0019675597,1.1163856193,True,True
2007-03-01,EP,0,-0.0032492320,0.0096102108,-0.0085943549,-0.5108365434,True,True
2007-04-01,EP,0,-0.0094649283,0.0082388041,-0.0021471332,-0.6794688163,True,True
2007-05-01,EP,-1,-0.0044295491,-0.0003012231,-0.0204110403,-1.3472133801,True,True
2007-06-01,EP,0,-0.0203780895,-0.0061154080,-0.0171375632,0.0940825499,True,True
2007-07-01,EP,-1,-0.0333464264,-0.0045707971,-0.0228018705,-1.1069220833,True,True
2007-08-01,EP,-1,-0.0278046800,0.0118185195,-0.0219743027,-2.2643464010,True,True
2007-09-01,EP,-1,-0.0404626813,0.0035504419,-0.0509035553,-3.7553281976,True,True
2007-10-01,EP,-1,-0.0484477309,0.0034506324,-0.0432830870,-3.5803594159,True,True
2007-11-01,EP,-1,-0.0073529914,0.0039252318,-0.0554311422,-5.7307062965,True,True
2007-12-01,EP,-1,-0.0342064906,0.0098492084,-0.0339675989,-3.2276414675,True,True
2008-01-01,EP,-1,-0.0045216595,-0.0213149983,-0.0143797794,-1.8501921037,True,True
2008-02-01,EP,-1,0.0071826145,-0.0007760194,0.0118392605,2.1477253003,True,True
2008-03-01,EP,-1,0.0201796776,0.0001392981,0.0014568473,0.0212884281,True,True
2008-04-01,EP,-1,0.0022911789,-0.0046447486,0.0179812949,1.1330621473,True,True
2008-05-01,EP,-1,-0.0014582475,-0.0095264216,0.0249024690,2.0601965315,True,True
2008-06-01,EP,-1,-0.0034934011,0.0074591308,0.0037396585,0.5845379301,True,True
2008-07-01,EP,0,0.0140542190,-0.0054105936,0.0317959200,2.8374999601,True,True
2008-08-01,EP,0,0.0026793046,0.0119356242,0.0301550584,3.0139163541,True,True
2008-09-01,EP,0,0.0313641951,-0.0105000822,0.0300977035,1.9843110141,True,True
2008-10-01,EP,0,-0.0016328107,0.0113433420,0.0006758352,-0.2616467657,True,True
2008-11-01,EP,-1,-0.0181953899,0.0003432915,-0.0203123797,-1.3295793828,True,True
2008-12-01,EP,-1,-0.0081964764,-0.0095273708,0.0290601028,4.3406559772,True,True
2009-01-01,EP,-1,-0.0010515461,-0.0076764460,0.0391045053,3.7333196441,True,True
2009-02-01,EP,-1,-0.0002013003,-0.0023569033,0.0075069201,-0.5629002755,True,True
2009-03-01,EP,-1,-0.0063036586,0.0010589142,0.0212762409,1.6843368183,True,True
2009-04-01,EP,0,-0.0259285816,-0.0021805880,0.0126805633,1.7729484528,True,True
2009-05-01,EP,0,-0.0119541735,-0.0159852259,0.0333745021,4.9148078714,True,True
2009-06-01,EP,0,0.0439485004,-0.0229185599,0.0464290655,4.1945455722,True,True
2009-07-01,EP,1,0.0017234939,0.0018126816,0.0034620349,1.0360551651,True,True
2009-08-01,EP,1,0.0231648161,0.0063778818,0.0330385007,1.9402133320,True,True
2009-09-01,EP,1,-0.0003049186,-0.0031646054,0.0002703905,0.7666908983,True,True
2009-10-01,EP,1,0.0365838043,0.0029243868,0.0308179349,1.0684369666,True,True
2009-11-01,EP,1,0.0055468645,-0.0075581396,0.0051545221,-1.0774071962,True,True
2009-12-01,EP,1,0.0089205279,0.0003112562,0.0041661538,-1.2472040430,True,True
2010-01-01,EP,1,-0.0144082519,0.0028865962,-0.0517687438,-3.4226939411,True,True
2010-02-01,EP,1,0.0824426484,-0.0115809063,-0.0077130439,-6.5196772503,True,True
2010-03-01,EP,1,0.0428976054,-0.0056728911,-0.0227692454,-4.3809762671,True,True
2010-04-01,EP,0,0.0266126735,0.0103419768,-0.0150372685,-2.6647510546,True,True
2010-05-01,EP,0,-0.0128628430,0.0132921853,-0.0265531868,-2.3659444704,True,True
2010-06-01,EP,-1,-0.0184496112,0.0094548416,-0.0307910095,-3.7118924312,True,True
2010-07-01,EP,-1,-0.0270933168,-0.0006555562,-0.0331564154,-2.8840710044,True,True
2010-08-01,EP,-1,-0.0091368673,0.0103751310,-0.0339271373,-5.0096880271,True,True
2010-09-01,EP,-1,-0.0049426982,0.0154623794,-0.0225695191,-4.0373994322,True,True
2010-10-01,EP,-1,-0.0507273570,-0.0045887656,-0.0562711265,-4.8435767174,True,True
2010-11-01,EP,-1,-0.0302898465,0.0105423335,-0.0267529617,-2.7120377104,True,True
2010-12-01,EP,-1,-0.0349952129,-0.0071886738,-0.0342974454,-1.8250172485,True,True
2011-01-01,EP,-1,0.0124581883,-0.0120240663,-0.0139581380,-0.2797460018,True,True
2011-02-01,EP,-1,-0.0222857856,-0.0060699693,-0.0147678863,0.2081443888,True,True
2011-03-01,EP,-1,-0.0173426983,-0.0073494454,-0.0105502901,0.7089768235,True,True
2011-04-01,EP,-1,0.0073707000,-0.0053368554,-0.0087233725,0.0197205202,True,True
2011-05-01,EP,-1,0.0072011576,0.0017631456,-0.0065809306,-1.0613469074,True,True
2011-06-01,EP,0,-0.0136482156,-0.0074646246,-0.0242317443,-1.3535575539,True,True
2011-07-01,EP,0,-0.0104704348,0.0030857379,0.0036734123,0.4932672400,True,True
2011-08-01,EP,-1,-0.0355908006,-0.0017138914,-0.0281084910,-1.6720344187,True,True
2011-09-01,EP,-1,-0.0249409154,0.0065366277,-0.0346835366,-3.5393389718,True,True
2011-10-01,EP,-1,-0.0120304551,-0.0046803726,0.0131372358,1.7565778621,True,True
2011-11-01,EP,-1,-0.0276732210,-0.0004054448,-0.0207418036,-1.4549739035,True,True
2011-12-01,EP,-1,-0.0032321791,0.0054541826,-0.0118449918,-1.3891388933,True,True
2012-01-01,EP,-1,-0.0109253381,0.0013746007,0.0392200235,3.0857174307,True,True
2012-02-01,EP,-1,0.0200653471,0.0076740780,0.0433953983,1.7676413468,True,True
2012-03-01,EP,-1,0.0006103297,0.0013395758,0.0032155950,0.3817742378,True,True
2012-04-01,EP,-1,0.0541951823,-0.0269565234,0.0279357637,3.0401584264,True,True
2012-05-01,EP,0,-0.0077659705,-0.0055647909,0.0160515725,1.6062138124,True,True
2012-06-01,EP,0,0.0001627989,-0.0172310429,0.0393272787,3.5579364205,True,True
2012-07-01,EP,0,0.0055196284,-0.0032441149,0.0082678719,1.3290049421,True,True
2012-08-01,EP,1,0.0162669660,-0.0073791430,0.0121557908,2.0822679214,True,True
2012-09-01,EP,0,-0.0146622971,0.0020378549,-0.0031043240,0.7604052350,True,True
2012-10-01,EP,0,0.0131323496,-0.0069881291,0.0139480350,1.8845238035,True,True
2012-11-01,EP,0,0.0167302138,-0.0101173382,0.0008384487,-0.4343590432,True,True
2012-12-01,EP,0,0.0001106937,0.0015461677,0.0003606280,0.2054062949,True,True
2013-01-01,EP,-1,0.0016156738,0.0053872340,-0.0172490058,-2.9586399297,True,True
2013-02-01,EP,-1,-0.0213348145,0.0079935693,0.0108542705,-0.3243242801,True,True
2013-03-01,EP,0,0.0246407742,-0.0043190826,0.0103216434,-1.2310632289,True,True
2013-04-01,EP,0,-0.0011646183,-0.0049370212,-0.0176859207,-1.5375876898,True,True
2013-05-01,EP,0,0.0000766153,0.0102474467,-0.0110275775,-0.0842321630,True,True
2013-06-01,EP,0,0.0000181783,0.0014528556,-0.0278554770,-2.8879227927,True,True
2013-07-01,EP,0,-0.0101994419,-0.0075426667,-0.0307144724,-1.9117152483,True,True
2013-08-01,EP,0,0.0165477352,-0.0088693539,-0.0122919268,-1.4965747316,True,True
2013-09-01,EP,0,-0.0247490303,-0.0067487073,-0.0202544398,-1.3270350136,True,True
2013-10-01,EP,0,-0.0022304123,0.0022174145,-0.0144938224,-2.2580859828,True,True
2013-11-01,EP,0,-0.0141838581,-0.0087315461,-0.0170157408,-0.9709664540,True,True
2013-12-01,EP,0,-0.0108662237,0.0159348823,-0.0027870396,-0.4599775346,True,True
2014-01-01,EP,-1,-0.0226473574,0.0176336181,-0.0137269360,-1.4237916087,True,True
2014-02-01,EP,-1,-0.0115390075,-0.0027409879,-0.0202584036,0.1708511024,True,True
2014-03-01,EP,0,-0.0013262588,-0.0183386431,0.0070559585,1.8230656635,True,True
2014-04-01,EP,0,0.0033847033,0.0025433633,-0.0246721735,-2.4290373705,True,True
2014-05-01,EP,0,0.0192619336,0.0088001340,0.0057784465,-0.4337841757,True,True
2014-06-01,EP,0,0.0005046673,0.0120706999,-0.0105815468,-1.4381392523,True,True
2014-07-01,EP,0,0.0315262554,0.0067259634,-0.0009719174,-1.4537761651,True,True
2014-08-01,EP,0,0.0496389693,-0.0014963617,0.0474415960,2.3799549514,True,True
2014-09-01,EP,0,0.0148800715,0.0000245095,0.0084289824,0.9823058789,True,True
2014-10-01,EP,1,0.0154492557,0.0041407221,0.0156600256,0.8139342209,True,True
2014-11-01,EP,1,0.0239410909,0.0000129707,0.0435809356,3.0591594326,True,True
2014-12-01,EP,1,0.0128013737,-0.0138949340,-0.0052530995,-0.0962871537,True,True
2015-01-01,EP,1,-0.0077404858,0.0033188613,-0.0018780146,-0.5706175611,True,True
2015-02-01,EP,0,0.0093644832,0.0094568264,-0.0012657912,0.0795804695,True,True
2015-03-01,EP,1,-0.0132186506,0.0001340180,-0.0003198249,0.1097327629,True,True
2015-04-01,EP,1,0.0248396763,0.0059938763,0.0259997180,0.5766521948,True,True
2015-05-01,EP,1,0.1138324743,-0.0138473083,0.0526405432,1.3231927812,True,True
2015-06-01,EP,1,0.0858731214,-0.0173545787,0.0389497536,3.4314304221,True,True
2015-07-01,EP,1,0.1136794759,-0.0103757240,0.0778941003,5.1977878174,True,True
2015-08-01,EP,1,0.0685476761,-0.0134378419,0.0495556511,4.2324818351,True,True
2015-09-01,EP,1,0.1005316430,-0.0170491489,0.0779554475,5.8161950149,True,True
2015-10-01,EP,1,0.0980853661,-0.0132790624,0.0905657687,6.3246416671,True,True
2015-11-01,EP,1,0.0950616751,-0.0126160170,0.0753652418,5.7031784706,True,True
2015-12-01,EP,1,0.0909808968,0.0031984893,0.0628347566,1.5766435253,True,True
2016-01-01,EP,1,0.0861596383,-0.0064245450,0.0527017253,1.6684906258,True,True
2016-02-01,EP,1,0.0680585033,-0.0002348429,0.0110338602,-0.7516813906,True,True
2016-03-01,EP,1,0.0510525932,-0.0041196016,0.0247670434,0.2922650451,True,True
2016-04-01,EP,1,0.0213098231,-0.0033433160,0.0168400160,0.5061435754,True,True
2016-05-01,EP,0,0.0024530637,-0.0169161401,0.0146436952,1.7404852837,True,True
2016-06-01,EP,0,0.0156903768,-0.0069462047,0.0573648319,4.9708372887,True,True
2016-07-01,EP,-1,-0.0033388038,0.0036018364,0.0333144339,2.8598127174,True,True
2016-08-01,EP,-1,-0.0234825894,-0.0067162743,0.0076730199,2.0991494950,True,True
2016-09-01,EP,-1,-0.0052301046,0.0007228538,0.0174963143,1.1311112909,True,True
2016-10-01,EP,-1,-0.0165233034,-0.0004029581,0.0238249505,2.0930956139,True,True
2016-11-01,EP,-1,0.0069248558,0.0020518724,0.0432244105,3.6769340701,True,True
2016-12-01,EP,-1,-0.0070508851,-0.0052868359,0.0247524371,3.5021876003,True,True
2017-01-01,EP,0,-0.0260124459,-0.0001933095,0.0463519460,5.1050716176,True,True
2017-02-01,EP,0,-0.0126987202,0.0012852028,0.0337633752,4.5852880418,True,True
2017-03-01,EP,0,0.0189205447,0.0052330448,0.0316240301,3.1237226374,True,True
2017-04-01,EP,0,0.0336864070,-0.0151684349,0.0330629169,3.3103711188,True,True
2017-05-01,EP,0,-0.0012612713,-0.0028146731,0.0082104594,0.6243896569,True,True
2017-06-01,EP,0,-0.0112926367,0.0053206439,0.0020957090,0.9151679133,True,True
2017-07-01,EP,0,-0.0132602896,0.0090006945,-0.0037200261,-0.9858002589,True,True
2017-08-01,EP,0,-0.0041281326,0.0026822399,0.0026472942,0.5337044048,True,True
2017-09-01,EP,0,-0.0113479539,0.0112351489,-0.0095864867,-1.6247039066,True,True
2017-10-01,EP,-1,-0.0123724285,0.0052862675,-0.0332651950,-3.2862098487,True,True
2017-11-01,EP,-1,-0.0312125057,-0.0001794288,-0.0161052096,-0.8822889895,True,True
2017-12-01,EP,-1,-0.0164724648,0.0024436918,-0.0283320138,-3.8338670674,True,True
2018-01-01,EP,-1,-0.0142438507,0.0146817698,-0.0050396897,0.6784233380,True,True
2018-02-01,EP,-1,-0.0145285832,-0.0088627194,-0.0054009621,-0.4590315223,True,True
2018-03-01,EP,-1,-0.0327128006,-0.0031490901,-0.0232206472,-0.1942548352,True,True
2018-04-01,EP,-1,-0.0285517492,0.0039743053,-0.0032504843,1.5828774481,True,True
2018-05-01,EP,0,-0.0278245123,0.0045148864,-0.0085069240,-0.6893117869,True,True
2018-06-01,EP,0,0.0140489501,0.0191754994,0.0112837638,-1.2981636523,True,True
2018-07-01,EP,0,-0.0117545675,0.0114379540,-0.0130989207,-1.8342455269,True,True
2018-08-01,EP,0,-0.0085989324,0.0094231356,-0.0111157402,-1.5887991132,True,True
2018-09-01,EP,1,-0.0051446654,0.0059801149,-0.0008275435,-0.2078212174,True,True
2018-10-01,EP,1,0.0146878235,0.0019999887,0.0289007936,1.8904448927,True,True
2018-11-01,EP,1,0.0170018149,-0.0106362174,-0.0038233154,0.0580632830,True,True
2018-12-01,EP,1,-0.0017616201,0.0111483997,-0.0016601130,0.0133518954,True,True
2019-01-01,EP,1,-0.0068021163,0.0040405181,-0.0060284801,-0.3641290631,True,True
2019-02-01,EP,1,-0.0267545966,0.0053344878,0.0041561339,0.2452072718,True,True
2019-03-01,EP,1,0.0019825850,-0.0036649894,0.0025954248,1.1938465077,True,True
2019-04-01,EP,1,-0.0220477539,0.0055826490,0.0068838689,1.1346323234,True,True
2019-05-01,EP,1,0.0339768599,-0.0082897498,0.0174412116,1.6240755997,True,True
2019-06-01,EP,1,0.0025840169,-0.0098803921,-0.0131026855,-0.5605889960,True,True
2019-07-01,EP,0,0.0099226087,0.0036011201,0.0042781653,0.4546595564,True,True
2019-08-01,EP,0,-0.0151556028,0.0013586358,-0.0253857442,-2.0290217431,True,True
2019-09-01,EP,0,0.0280800890,0.0064223700,0.0148202154,0.3443178951,True,True
2019-10-01,EP,1,-0.0035404894,0.0035562787,0.0043256018,0.0480820552,True,True
2019-11-01,EP,1,-0.0090403298,-0.0025587561,-0.0098585018,-0.3445088630,True,True
2019-12-01,EP,1,0.0037364494,0.0035867268,0.0015194656,-0.0664381006,True,True
2020-01-01,EP,1,0.0294422673,0.0026586503,-0.0067639424,-2.4940600895,True,True
2020-02-01,EP,0,0.0027543825,0.0123371808,-0.0262002334,-2.6625415428,True,True
2020-03-01,EP,1,-0.0522969354,0.0089719859,-0.0049425002,-0.4525493582,True,True
2020-04-01,EP,0,-0.0197492786,0.0102861191,0.0103560562,0.5712714086,True,True
2020-05-01,EP,0,-0.0028857477,0.0120485119,-0.0049945298,-1.0169664179,True,True
2020-06-01,EP,0,-0.0101947323,0.0165442595,-0.0103350112,-0.9790876258,True,True
2020-07-01,EP,0,-0.0045054501,-0.0093772274,-0.0204353842,-1.4853642417,True,True
2020-08-01,EP,-1,0.0033362522,-0.0032909005,-0.0169004761,-2.3183003908,True,True
2020-09-01,EP,-1,-0.0298895123,0.0006394787,-0.0401561754,-2.9503431611,True,True
2020-10-01,EP,-1,-0.0266848767,-0.0034604664,-0.0635198443,-4.7198137453,True,True
2020-11-01,EP,-1,-0.0321462915,-0.0007292545,-0.0368421600,-2.0689311194,True,True
2020-12-01,EP,-1,-0.0020650933,0.0029111606,-0.0282564716,-2.7136362986,True,True
2021-01-01,EP,-1,0.0192005915,0.0138564631,-0.0144206171,-1.3109472664,True,True
2021-02-01,EP,-1,-0.0096280893,-0.0105331390,-0.0287265883,-1.1671679458,True,True
2021-03-01,EP,-1,-0.0024638354,0.0039455740,-0.0079530345,-0.1364839311,True,True
2021-04-01,EP,-1,0.0152315468,0.0018921939,-0.0158712980,-1.2895424663,True,True
2021-05-01,EP,-1,-0.0506214313,0.0054461647,-0.0264881154,-1.3579067509,True,True
2021-06-01,EP,0,-0.0174742799,0.0090908266,-0.0026693569,-0.3900728813,True,True
2021-07-01,EP,0,-0.0153458239,0.0016447519,-0.0260192513,-1.9148037833,True,True
2021-08-01,EP,-1,-0.0022127543,0.0018667497,0.0173923958,1.0485741864,True,True
2021-09-01,EP,-1,-0.0305780060,0.0080162513,-0.0258922624,-0.7184825075,True,True
2021-10-01,EP,-1,-0.0200879906,0.0085038583,-0.0365746502,-2.3559266761,True,True
2021-11-01,EP,-1,-0.0278648852,0.0055830980,-0.0239336757,-1.2466319508,True,True
2021-12-01,EP,-1,-0.0232157531,-0.0092871250,-0.0564162700,-4.5138195269,True,True
2022-01-01,EP,-1,-0.0215381291,0.0024376265,-0.0242286749,-1.9826053859,True,True
2022-02-01,EP,-1,-0.0379085094,0.0097758376,-0.0069764103,1.4205257127,True,True
2022-03-01,EP,-1,-0.0093623611,0.0107946065,-0.0030110333,-0.4737495662,True,True
2022-04-01,EP,-1,-0.0411584379,0.0209318364,-0.0429008966,-4.3341334550,True,True
2022-05-01,EP,-1,-0.0250698585,0.0102133884,-0.0473973143,-4.7399253700,True,True
2022-06-01,EP,-1,-0.0353271687,0.0142273586,-0.0241222123,-1.9387026673,True,True
2022-07-01,EP,-1,-0.0280793449,-0.0000882532,-0.0359800967,-1.8839168082,True,True
2022-08-01,EP,-1,-0.0222838695,0.0007207188,-0.0341749607,-2.2533087026,True,True
2022-09-01,EP,-1,-0.0139786940,0.0092709481,-0.0352089233,-4.4586492742,True,True
2022-10-01,EP,-1,-0.0328057486,0.0033178818,-0.0433004679,-3.8534158088,True,True
2022-11-01,EP,-1,-0.0248267787,0.0109271350,-0.0405510151,-3.8146776224,True,True
2022-12-01,EP,-1,-0.0165899501,-0.0148987632,-0.0028012403,1.4480040915,True,True
2023-01-01,EP,-1,-0.0397976605,0.0024244438,-0.0094124574,2.0367740523,True,True
2023-02-01,EP,-1,0.0063177138,0.0087998449,0.0131548463,0.3701814840,True,True
2002-07-01,WP,1,-0.0812387119,-0.0046253786,-0.0231666997,-0.3672382001,True,True
2002-08-01,WP,1,0.0096156420,-0.0011401907,0.0073699320,1.4429432884,True,True
2002-09-01,WP,1,-0.1015583369,-0.0261889714,-0.0251958912,2.0827114585,True,True
2002-10-01,WP,1,-0.0743446508,-0.0175993803,-0.0050427572,3.0718358879,True,True
2002-11-01,WP,1,-0.0357235231,-0.0018192240,-0.0128874098,0.0220459639,True,True
2002-12-01,WP,1,-0.2136347742,-0.0222607497,-0.0567533345,0.4003139989,True,True
2003-01-01,WP,1,-0.0546520938,-0.0236711001,-0.0196683698,-0.6993515469,True,True
2003-02-01,WP,1,-0.0658972763,0.0072365031,-0.0241893065,-1.1888871668,True,True
2003-03-01,WP,0,-0.0317328183,0.0128590204,-0.0038764739,-1.8752566644,True,True
2003-04-01,WP,0,-0.0533455108,-0.0120196453,-0.0122591402,1.2894985536,True,True
2003-05-01,WP,-1,0.0186927255,0.0215823055,0.0058128969,-1.5656547819,True,True
2003-06-01,WP,0,-0.0903532211,-0.0097031291,-0.0153748642,1.0980861143,True,True
2003-07-01,WP,0,0.0020169197,0.0139363307,0.0068314734,-0.4569647402,True,True
2003-08-01,WP,0,-0.0253885357,-0.0033914052,-0.0162182546,-0.5880539769,True,True
2003-09-01,WP,0,0.0468377250,0.0170827633,0.0110481534,-0.5487669341,True,True
2003-10-01,WP,0,0.0128881657,-0.0073979007,0.0127792386,1.0809053417,True,True
2003-11-01,WP,0,0.0145966364,-0.0152405066,-0.0018710773,0.9879113174,True,True
2003-12-01,WP,0,0.0780117369,0.0417227815,0.0221272013,-2.0719272887,True,True
2004-01-01,WP,0,-0.1034222103,-0.0675850672,-0.0370552202,0.8157384451,True,True
2004-02-01,WP,0,0.0952592752,0.0603867747,0.0392297553,-2.7903104437,True,True
2004-03-01,WP,0,0.0425951938,0.0285560528,0.0209426152,2.3251988433,True,True
2004-04-01,WP,0,-0.0485356653,-0.0197316966,-0.0144773319,1.2834553457,True,True
2004-05-01,WP,0,0.0582418510,0.0243683588,0.0197267575,-0.2230784460,True,True
2004-06-01,WP,0,0.0524451053,0.0335938425,0.0153274019,-0.9013469002,True,True
2004-07-01,WP,1,-0.0591766155,-0.0443503882,-0.0258864245,1.9295921712,True,True
2004-08-01,WP,1,0.0129352553,0.0300044408,0.0027436826,0.8567842389,True,True
2004-09-01,WP,1,-0.0584342960,-0.0166767819,-0.0214446643,1.1926205479,True,True
2004-10-01,WP,1,-0.0275299589,-0.0049937118,-0.0140924377,2.3441206018,True,True
2004-11-01,WP,1,-0.0504989246,-0.0049837992,-0.0095623983,0.9236039236,True,True
2004-12-01,WP,1,-0.0589560972,-0.0354762157,-0.0116292383,2.2973622571,True,True
2005-01-01,WP,1,0.0143824383,0.0407583984,0.0029402374,-2.8726382911,True,True
2005-02-01,WP,0,-0.1422879215,-0.0074628422,-0.0494252739,0.1024777249,True,True
2005-03-01,WP,1,-0.0813455358,0.0285467196,-0.0285198502,-3.5944521500,True,True
2005-04-01,WP,0,0.0006567900,0.0568109151,-0.0140463634,-1.4804232941,True,True
2005-05-01,WP,0,-0.0555717369,0.0253095790,-0.0202682408,-2.5546975814,True,True
2005-06-01,WP,0,-0.0492591358,-0.0222336098,-0.0219808307,0.1094549282,True,True
2005-07-01,WP,0,0.0331496824,0.0052796148,0.0131577305,-0.4487442103,True,True
2005-08-01,WP,0,0.0054927809,0.0397619699,-0.0030126664,-2.8288730894,True,True
2005-09-01,WP,0,0.0364985513,0.0235334036,0.0088337917,-1.7318948859,True,True
2005-10-01,WP,0,0.0222903046,-0.0453091909,0.0085753280,1.7100723761,True,True
2005-11-01,WP,-1,0.0947755890,-0.0133006270,0.0303253686,0.3554217762,True,True
2005-12-01,WP,-1,0.1029225071,0.0086055236,0.0356100803,-0.1787178148,True,True
2006-01-01,WP,-1,0.0760560422,0.0304331410,0.0250896472,0.2115418686,True,True
2006-02-01,WP,-1,-0.0109520302,-0.0163475724,-0.0065066889,0.4716265540,True,True
2006-03-01,WP,-1,0.0771407670,0.0236924455,0.0212508046,-1.1790675366,True,True
2006-04-01,WP,0,0.1226335316,0.0188418984,0.0379909675,1.5655466723,True,True
2006-05-01,WP,0,0.0153394733,-0.0240643495,0.0148239895,2.4495383500,True,True
2006-06-01,WP,0,0.0508450855,0.0301050882,0.0171194556,1.2476552788,True,True
2006-07-01,WP,0,-0.0127491120,0.0543507384,-0.0049828875,-4.1425627685,True,True
2006-08-01,WP,0,-0.0126193192,0.0287302847,-0.0033903475,-2.0060518738,True,True
2006-09-01,WP,1,-0.0242673484,-0.0056051860,-0.0059967015,-0.4610900661,True,True
2006-10-01,WP,1,-0.0518027328,0.0444096077,-0.0411913176,-2.6352515931,True,True
2006-11-01,WP,1,-0.1273942550,0.0139832469,-0.0343016005,0.6933252822,True,True
2006-12-01,WP,1,-0.1117153353,0.0076826670,-0.0392725136,0.5595590130,True,True
2007-01-01,WP,1,-0.0025268935,0.0227685218,-0.0090912256,-0.4674385459,True,True
2007-02-01,WP,0,0.0096199356,0.0000632357,0.0084558561,1.1167391621,True,True
2007-03-01,WP,0,0.0099732506,0.0266990018,-0.0015761963,-2.2248529870,True,True
2007-04-01,WP,0,-0.0286485633,-0.0028747683,-0.0128487012,-0.0667293809,True,True
2007-05-01,WP,-1,-0.0008082248,-0.0012681900,0.0057227549,1.3931415956,True,True
2007-06-01,WP,0,-0.0297215164,-0.0027416160,-0.0127300877,-0.7842839619,True,True
2007-07-01,WP,-1,-0.0087204922,-0.0102085830,-0.0134485138,0.0951648454,True,True
2007-08-01,WP,-1,0.0161526953,0.0100009120,0.0045069075,-1.7197465539,True,True
2007-09-01,WP,-1,0.0428282795,0.0392779760,0.0192367589,-1.1574024485,True,True
2007-10-01,WP,-1,0.0130483835,-0.0289338003,0.0096617938,1.3111395576,True,True
2007-11-01,WP,-1,0.1369650248,0.0539992336,0.0381799831,0.3251058032,True,True
2007-12-01,WP,-1,-0.0271958382,-0.0065373399,-0.0106447035,0.3356381545,True,True
2008-01-01,WP,-1,0.0401611533,-0.0258081900,0.0117178113,2.7752351805,True,True
2008-02-01,WP,-1,0.0840572670,0.0231036266,0.0297530546,-2.6255725763,True,True
2008-03-01,WP,-1,-0.0127236439,-0.0573962757,-0.0057851600,2.9513193346,True,True
2008-04-01,WP,-1,0.0204659113,0.0119464529,0.0093574923,-0.3320468037,True,True
2008-05-01,WP,-1,0.0339754633,0.0385185127,0.0156095906,-2.0580543855,True,True
2008-06-01,WP,-1,-0.0104146869,0.0284046137,-0.0118522679,-1.6401368213,True,True
2008-07-01,WP,0,-0.0382171164,-0.0322631615,-0.0095441562,1.8048170266,True,True
2008-08-01,WP,0,0.0032479979,0.0041646036,-0.0118656120,-1.1989066756,True,True
2008-09-01,WP,0,0.0117948079,0.0172457062,0.0105346554,-0.1139910626,True,True
2008-10-01,WP,0,0.0170496895,0.0380187583,0.0046245795,-2.6103698978,True,True
2008-11-01,WP,-1,0.0216585655,-0.0039878752,0.0064259034,-0.2607590305,True,True
2008-12-01,WP,-1,0.0660651966,-0.0074353541,0.0178717713,-0.9835508419,True,True
2009-01-01,WP,-1,0.0378915747,-0.0323284848,0.0153823313,1.3351375839,True,True
2009-02-01,WP,-1,0.1177654698,0.0686145073,0.0423788074,-2.1596950934,True,True
2009-03-01,WP,-1,0.0409537465,-0.0044034027,0.0227079154,2.4894663576,True,True
2009-04-01,WP,0,-0.0168098726,0.0012316851,-0.0002309850,0.6245888832,True,True
2009-05-01,WP,0,0.0375149551,-0.0157407538,0.0211906128,1.0074176077,True,True
2009-06-01,WP,0,0.0253355410,-0.0102270998,0.0287916377,0.9562971919,True,True
2009-07-01,WP,1,0.0702115876,0.0459606977,0.0370275754,-2.2084323974,True,True
2009-08-01,WP,1,-0.0406212427,-0.0102864400,-0.0027241019,1.8297035266,True,True
2009-09-01,WP,1,0.0139093022,0.0590513699,0.0048311915,-2.4774760984,True,True
2009-10-01,WP,1,0.0077852249,0.0193598236,0.0094204692,-0.8490438869,True,True
2009-11-01,WP,1,-0.0271496997,0.0495836062,-0.0075344736,-3.1882673919,True,True
2009-12-01,WP,1,-0.0583845889,-0.0330651643,-0.0220950135,-0.1012627522,True,True
2010-01-01,WP,1,0.0322243003,0.0368941734,0.0017711657,-2.7492988514,True,True
2010-02-01,WP,1,-0.2385150919,-0.0188378077,-0.0901335839,-0.2244584854,True,True
2010-03-01,WP,1,-0.0879120919,-0.0009646082,-0.0373349982,-1.2706950638,True,True
2010-04-01,WP,0,-0.0117778070,-0.0004812495,-0.0149273478,-0.9922625720,True,True
2010-05-01,WP,0,-0.0225360326,-0.0222836347,-0.0182875340,-0.1638588573,True,True
