region,cloud_type,ctp_bin,tau_bin,physical_group,DeltaCF_paired,CRE0_SW_ratio,CRE0_LW_ratio,CRE0_Net_ratio,AmountSW_candidate,AmountLW_candidate,AmountNet_candidate,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48,SW_LW_Net_closure_residual
CP,19,560-440,0.02-1.27,mid-level cloud,0.003022980173932644,-9.827015253107804,19.632891403642656,9.805876150534855,-0.02970687227907858,0.05934984147018439,0.029642969191105824,248,True,True,1.0408340855860843e-17
CP,20,560-440,1.27-3.55,mid-level cloud,0.002306909618554515,-46.3781616825205,48.392420842099575,2.0142591595790806,-0.10699022727628299,0.1116369411057775,0.004646713829494515,248,True,True,3.469446951953614e-18
CP,21,560-440,3.55-9.38,mid-level cloud,0.0031271178202274107,-85.80152794476118,52.94741296375481,-32.85411498100634,-0.26831148703880286,0.16557279861389748,-0.10273868842490527,248,True,True,1.1102230246251565e-16
CP,22,560-440,9.38-22.63,mid-level cloud,-7.630032511780037e-05,-133.57684442666604,52.98511845415246,-80.5917259725136,0.01019195665796446,-0.004042781764456997,0.006149174893507464,248,True,True,1.734723475976807e-18
CP,23,560-440,22.63-60.36,mid-level cloud,-0.00023594844414027408,-174.58652934387163,51.893362497369246,-122.69316684650236,0.04119341996653682,-0.012244158142461522,0.02894926182407529,248,True,True,-6.938893903907228e-18
CP,24,560-440,60.36-378.65,mid-level cloud,-6.481972794186646e-06,-230.9996207465567,52.37575101911494,-178.6238697274417,0.0014973332571466137,-0.0003394981931809965,0.0011578350639656167,248,True,True,-4.336808689942018e-19
CP,25,440-310,0.02-1.27,thin high cloud,0.017612793371334742,-18.97348837043524,38.90553493769186,19.932046567256616,-0.3341761302018986,0.6852351478588115,0.3510590176569127,248,True,True,-1.1102230246251565e-16
CP,26,440-310,1.27-3.55,thin high cloud,0.0066277728118796925,-56.20628342311171,67.45595171309475,11.249668289983054,-0.372522477128504,0.44708272276351874,0.0745602456350148,248,True,True,6.938893903907228e-17
CP,27,440-310,3.55-9.38,thick anvil cloud,0.0032935565062283626,-110.22343842349248,79.03367099800784,-31.189767425484657,-0.363027122758555,0.26030186132660055,-0.10272526143195444,248,True,True,-1.3877787807814457e-17
CP,28,440-310,9.38-22.63,thick anvil cloud,0.000687413641209068,-154.83879956739707,84.10116139317513,-70.73763817422194,-0.1064383030110655,0.05781228558319402,-0.048626017427871475,248,True,True,0.0
CP,29,440-310,22.63-60.36,deep convective cloud,-0.0005023781389139625,-192.20450380630103,85.41298329442093,-106.79152051188008,0.09655934091309114,-0.04290961558654056,0.05364972532655057,248,True,True,-1.3877787807814457e-17
CP,30,440-310,60.36-378.65,deep convective cloud,-6.21694222406552e-05,-231.1777535397599,89.0183826694926,-142.1593708702673,0.014372187372459454,-0.005534221419359908,0.008837965953099547,248,True,True,0.0
CP,31,310-180,0.02-1.27,thin high cloud,0.018877258408140904,-15.721593216893282,31.43468120600798,15.713087989114698,-0.29678057774296973,0.593400600103343,0.29662002236037327,248,True,True,5.551115123125783e-17
CP,32,310-180,1.27-3.55,thin high cloud,0.024921022080651195,-66.56366274223255,86.19856750715,19.634904764917454,-1.6588345089681966,2.148156404166188,0.48932189519799124,248,True,True,5.551115123125783e-17
CP,33,310-180,3.55-9.38,thick anvil cloud,0.02341053667334153,-117.7127562234046,112.92994220765158,-4.782814015753025,-2.7557187964881247,2.643750553570567,-0.11196824291755807,248,True,True,-3.7470027081099033e-16
CP,34,310-180,9.38-22.63,thick anvil cloud,0.013786597500836849,-171.14607119768692,127.90046412042672,-43.24560707726022,-2.359521997452076,1.763312218998548,-0.5962097784535281,248,True,True,0.0
CP,35,310-180,22.63-60.36,deep convective cloud,0.00518655610619384,-210.9983863003268,136.65744237618608,-74.3409439241407,-1.0943549688630068,0.7087814922130408,-0.38557347664996583,248,True,True,1.6653345369377348e-16
CP,36,310-180,60.36-378.65,deep convective cloud,0.0002046470048598782,-241.633175698677,143.73620401343257,-97.89697168524442,-0.04944950568151495,0.02941518364127738,-0.020034322040237574,248,True,True,0.0
CP,37,180-10,0.02-1.27,thin high cloud,0.0036933171180484684,0.1850109180856199,7.789173133574513,7.974184051660132,0.0006833039907914829,0.02876788646967398,0.02945119046046546,248,True,True,-3.469446951953614e-18
CP,38,180-10,1.27-3.55,thin high cloud,0.0021075709983477487,-67.26599239131161,108.73556788898634,41.46957549767473,-0.1417678547390087,0.22916792937170033,0.08740007463269167,248,True,True,2.7755575615628914e-17
CP,39,180-10,3.55-9.38,thick anvil cloud,0.0019213284996767357,-115.33888554079913,140.96719292680385,25.62830738600475,-0.22160388791049032,0.270844285289697,0.049240397379206706,248,True,True,2.0816681711721685e-17
CP,40,180-10,9.38-22.63,thick anvil cloud,0.003946861967675408,-189.3533920115756,161.10748653724306,-28.245905474332503,-0.7473517013808202,0.6358690113216224,-0.11148269005919756,248,True,True,1.942890293094024e-16
CP,41,180-10,22.63-60.36,deep convective cloud,0.007580835441322414,-226.7059785354234,163.5445283831188,-63.161450152304575,-1.7186207168410161,1.2398041570011065,-0.4788165598399095,248,True,True,1.6653345369377348e-16
