region,AmountSW_candidate_sum42,AmountLW_candidate_sum42,AmountNet_candidate_sum42,n_cells_display_valid
TP,-2.8081479189427494,3.298331100307421,0.49018318136467176,42
WP,8.370879185644274,-8.624037283183943,-0.25315809753966967,42
CP,-12.546680599177769,13.395815086809861,0.8491344876320924,41
EP,-2.5009161822096244,3.22883679115228,0.7279206089426559,42
