region,cloud_type,ctp_bin,tau_bin,physical_group,DeltaCF_paired,CRE0_Net_ratio,AmountNet_candidate,ci_low_95,ci_high_95,significant,sign_stability_probability,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48,plot_dot,plot_hatch,support,term
EP,28,440-310,9.38-22.63,thick anvil cloud,0.0009339876198792,-72.53028294804064,-0.0677423863398113,-0.1168370271529157,-0.0238393798922718,True,0.999,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,29,440-310,22.63-60.36,deep convective cloud,0.0002778688679143,-109.27416440714892,-0.030363888356103,-0.0743204823403882,0.0086591818663234,False,0.937,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
EP,30,440-310,60.36-378.65,deep convective cloud,1.779640353322893e-05,-142.4859287075757,-0.0025357370850869,-0.0078416316173651,0.0025196414564513,False,0.8545,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
EP,31,310-180,0.02-1.27,thin high cloud,0.0063519938315788,14.3466316752722,0.0911297159052633,0.0307596415635693,0.1689595353842755,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,32,310-180,1.27-3.55,thin high cloud,0.0052378852403913,16.578191612610038,0.0868346651600691,0.0128069449416177,0.176550052634751,True,0.997,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,33,310-180,3.55-9.38,thick anvil cloud,0.0054413396614934,-7.9443552301704035,-0.0432279351989192,-0.0814162892018284,-0.0088873892544444,True,0.9985,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,34,310-180,9.38-22.63,thick anvil cloud,0.0040157879852146,-47.20992645356045,-0.1895850554350768,-0.3433347805603188,-0.052386472686356,True,0.9985,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,35,310-180,22.63-60.36,deep convective cloud,0.0022469487580522,-78.9163860148467,-0.1773210755460317,-0.2943690343865472,-0.0631223696327648,True,0.999,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,36,310-180,60.36-378.65,deep convective cloud,0.0001572411659506,-101.08332814471255,-0.0158944603756431,-0.0368074234674224,0.0121954274544568,False,0.8395,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
EP,37,180-10,0.02-1.27,thin high cloud,0.0036052201995098,5.886851522309018,0.0212233960197435,0.0128138753616169,0.0301251971058461,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,38,180-10,1.27-3.55,thin high cloud,0.0003305308879375,38.77048562539437,0.0128148430395319,0.0020209320614279,0.0251887998447714,True,0.994,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,39,180-10,3.55-9.38,thick anvil cloud,0.0002167257332871,22.709304717750214,0.0049216907173954,0.0019826888473377,0.0086230122200924,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,40,180-10,9.38-22.63,thick anvil cloud,0.0005289784932859,-30.28223700090704,-0.0160186521020683,-0.0305814662230507,-0.0047252001115148,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,41,180-10,22.63-60.36,deep convective cloud,0.0013703822636605,-66.8417212803406,-0.0915987093151178,-0.1762043281071411,-0.0266750551901431,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
EP,42,180-10,60.36-378.65,deep convective cloud,0.0016744908359395,-90.7975165610936,-0.1520396094076214,-0.262012070345254,-0.0590436534217141,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,1,1000-800,0.02-1.27,low cloud,-0.0077714241214284,-10.668947706857088,0.0829129175593284,0.0545835035108418,0.1134707365707253,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,2,1000-800,1.27-3.55,low cloud,-0.0085588973506314,-31.816181088397297,0.2723114280246945,0.1541308718478824,0.369724824768008,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,3,1000-800,3.55-9.38,low cloud,-0.0033021400246617,-68.12699740651976,0.2249648848960987,-0.3225753969173764,0.743088233259215,False,0.7755,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,4,1000-800,9.38-22.63,low cloud,-0.0006229902089199,-113.82639390240746,0.0709127289178619,-0.3375441261650319,0.5245830729030894,False,0.6935,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,5,1000-800,22.63-60.36,low cloud,-0.0002627189332639,-156.0320309495886,0.0409925687260775,-0.0139968315679278,0.1040830077139453,False,0.9345,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,6,1000-800,60.36-378.65,low cloud,-1.4409939482321731e-06,-212.75141221156076,0.0003065734974747,1.8022933649152437e-05,0.0005703644895082,True,0.9825,223,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,7,800-680,0.02-1.27,low cloud,0.0011022067602997,-4.674729961504457,-0.0051525189661462,-0.0090832780589154,-0.0014555295865418,True,0.999,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,8,800-680,1.27-3.55,low cloud,0.0021911325699876,-24.401276875792963,-0.0534664325118366,-0.1011811691258461,-0.01281191227327,True,0.997,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,9,800-680,3.55-9.38,low cloud,-0.0004447261627677,-62.300791393635,0.0277067918938857,-0.0575498900256894,0.1012825609312955,False,0.7105,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,10,800-680,9.38-22.63,low cloud,-0.0012794624271506,-104.34733483832468,0.1335084942989494,0.0732710922817299,0.1976052655090211,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,11,800-680,22.63-60.36,low cloud,-0.000141619476459,-142.82150813646766,0.0202263072093787,0.0053268720861884,0.037307916440229,True,0.9965,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,12,800-680,60.36-378.65,low cloud,9.030915087730704e-07,-188.3854303366425,-0.0001701292825135,-0.0003708817279493,3.2922905913900564e-05,False,0.943,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,13,680-560,0.02-1.27,mid-level cloud,0.0017477895127315,0.9456469769627062,0.0016527918690817,0.0007822782714737,0.0025691375917777,True,1.0,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,14,680-560,1.27-3.55,mid-level cloud,0.0017406865342801,-11.25763343870852,-0.0195960109346221,-0.0334485030014295,-0.0036238804126741,True,0.996,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
TP,15,680-560,3.55-9.38,mid-level cloud,0.0006654475333572,-44.24915919004324,-0.0294454938361464,-0.0663166538570622,0.0099424920416849,False,0.9175,248,True,True,False,False,paired_valid_candidate_degC05,Occurrence_Net
TP,16,680-560,9.38-22.63,mid-level cloud,-0.0005441554475298,-92.16729913662694,0.0501533379093072,0.0100499198334853,0.0994866670041844,True,0.9935,248,True,True,True,False,paired_valid_candidate_degC05,Occurrence_Net
