region,cloud_type,ctp_bin,tau_bin,physical_group,CF0,Q0_SW,Q0_LW,Q0_Net,CRE0_SW_ratio,CRE0_LW_ratio,CRE0_Net_ratio,CRE0_SW_monthlymean,CRE0_LW_monthlymean,CRE0_Net_monthlymean,difference_ratio_minus_monthlymean_Net,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48,panels_used,display_value_tp_sw,display_value_tp_lw,display_value_tp_net,display_value_regional_net,baseline_hatch
EP,7,800-680,0.02-1.27,low cloud,0.0089825750299532,-0.1046199708585729,0.078945674713817,-0.0256742961447558,-11.646991036502111,8.788757616893308,-2.8582334196088004,-11.716542445024704,8.87902009559717,-2.8375223494275335,-0.0207110701812669,248,True,True,f,,,,-2.8582334196088004,False
EP,8,800-680,1.27-3.55,low cloud,0.0312728571995809,-1.2028209365166145,0.4279543375729116,-0.7748665989437029,-38.46213759236337,13.684529521614865,-24.77760807074851,-38.50769947985617,13.687464612050954,-24.820234867805222,0.0426267970567124,248,True,True,f,,,,-24.77760807074851,False
EP,9,800-680,3.55-9.38,low cloud,0.0380079707447564,-2.952125689013081,0.5419511837963317,-2.41017450521675,-77.67122609197315,14.258882365381178,-63.412343726591985,-77.57162322206653,14.309222386474172,-63.26240083559236,-0.1499428909996254,248,True,True,f,,,,-63.412343726591985,False
EP,10,800-680,9.38-22.63,low cloud,0.0144661104062971,-1.7484613028619267,0.2052951416646347,-1.5431661611972918,-120.86602782326416,14.191454088119537,-106.67457373514462,-120.87617809089454,14.39236416056999,-106.48381393032456,-0.1907598048200611,248,True,True,f,,,,-106.67457373514462,False
EP,11,800-680,22.63-60.36,low cloud,0.0013174988585966,-0.2091611136147061,0.0168024501969244,-0.1923586634177816,-158.75620100157377,12.753293930609118,-146.00290707096465,-159.67962285163384,13.2226305864761,-146.45699226515774,0.4540851941930839,248,True,True,f,,,,-146.00290707096465,False
EP,12,800-680,60.36-378.65,low cloud,6.552275263895075e-06,-0.001363755067841,8.609471344223946e-05,-0.0012776603543987,-208.13458118215797,13.139666753111875,-194.99491442904608,-214.4230447786541,14.324912134030775,-200.09813264462332,5.103218215577243,248,True,True,f,,,,-194.99491442904608,False
EP,13,680-560,0.02-1.27,mid-level cloud,0.0075781641985831,-0.0874028362664039,0.1142375740668975,0.0268347378004936,-11.533510488298136,15.074570974360295,3.5410604860621606,-11.575755575545958,15.22169795845616,3.645942382910198,-0.1048818968480373,248,True,True,f,,,,3.5410604860621606,False
EP,14,680-560,1.27-3.55,mid-level cloud,0.0128735679653282,-0.5020251994851557,0.3641408240699111,-0.1378843754152445,-38.99658593773197,28.285928582552582,-10.710657355179384,-39.02968419837548,28.312542862179946,-10.71714133619554,0.0064839810161547,248,True,True,f,,,,-10.710657355179384,False
EP,15,680-560,3.55-9.38,mid-level cloud,0.0152247816745138,-1.2050981948549049,0.4913790509298631,-0.7137191439250417,-79.15372585422529,32.274948924385974,-46.878776929839304,-79.03000536467265,32.33163225075199,-46.69837311392068,-0.1804038159186234,248,True,True,f,,,,-46.878776929839304,False
EP,16,680-560,9.38-22.63,mid-level cloud,0.0079034202191385,-0.9933788116475422,0.2389033602868876,-0.7544754513606544,-125.68973736737648,30.227844864982547,-95.46189250239392,-125.6902998775628,30.374251318436063,-95.31604855912671,-0.1458439432671809,248,True,True,f,,,,-95.46189250239392,False
