region,cloud_type,ctp_bin,tau_bin,physical_group,CF0,Q0_SW,Q0_LW,Q0_Net,CRE0_SW_ratio,CRE0_LW_ratio,CRE0_Net_ratio,CRE0_SW_monthlymean,CRE0_LW_monthlymean,CRE0_Net_monthlymean,difference_ratio_minus_monthlymean_Net,valid_n_kernel,display_valid_n_ge_24,sensitivity_valid_n_ge_48,panels_used,display_value_tp_sw,display_value_tp_lw,display_value_tp_net,display_value_regional_net,baseline_hatch
EP,41,180-10,22.63-60.36,deep convective cloud,0.0025153396215191,-0.568004506494771,0.3998748765877926,-0.1681296299069783,-225.8162284072515,158.9745071269109,-66.8417212803406,-224.6134238212555,160.67530419759035,-63.93811962366517,-2.90360165667542,248,True,True,f,,,,-66.8417212803406,False
EP,42,180-10,60.36-378.65,deep convective cloud,0.0038304803635441,-0.9698682175707504,0.6220701133249107,-0.3477981042458395,-253.19754326410177,162.40002670300814,-90.7975165610936,-251.25188608185064,163.28457325010388,-87.96731283174675,-2.8302037293468487,248,True,True,f,,,,-90.7975165610936,False
TP,1,1000-800,0.02-1.27,low cloud,0.0455490956237248,-0.4364267894744249,-0.0495341298297283,-0.4859609193041533,-9.581458940034503,-1.0874887668225808,-10.668947706857088,-9.564795629457228,-1.1431838795235212,-10.707979508980747,0.0390318021236613,248,True,True,"a,b,c",-9.581458940034503,-1.0874887668225808,-10.668947706857088,,False
TP,2,1000-800,1.27-3.55,low cloud,0.0784372204646809,-2.665263899773938,0.169691089399108,-2.49557281037483,-33.97958117312515,2.163400084727854,-31.816181088397297,-33.929682751094866,2.1386309718016965,-31.791051779293177,-0.0251293091041198,248,True,True,"a,b,c",-33.97958117312515,2.163400084727854,-31.816181088397297,,False
TP,3,1000-800,3.55-9.38,low cloud,0.0495986564064619,-3.6402163547705824,0.2612088184006857,-3.3790075363698957,-73.39344688974923,5.2664494832294375,-68.12699740651976,-72.94901282533422,5.113868744444497,-67.83514408088972,-0.2918533256300435,248,True,True,"a,b,c",-73.39344688974923,5.2664494832294375,-68.12699740651976,,False
TP,4,1000-800,9.38-22.63,low cloud,0.0129785475079568,-1.562915319348969,0.0856140584271668,-1.4773012609218026,-120.4229763300388,6.59658242763136,-113.82639390240746,-120.42356681149586,6.961031159706929,-113.46253565178893,-0.3638582506185344,248,True,True,"a,b,c",-120.4229763300388,6.59658242763136,-113.82639390240746,,False
TP,5,1000-800,22.63-60.36,low cloud,0.0009184433223285,-0.1464275564011581,0.0031209795061476,-0.1433065768950105,-159.43014973413693,3.398118784548354,-156.0320309495886,-161.21158074989012,5.136661836334206,-156.07491891355593,0.0428879639673311,248,True,True,"a,b,c",-159.43014973413693,3.398118784548354,-156.0320309495886,,False
TP,6,1000-800,60.36-378.65,low cloud,2.083289445385386e-06,-0.0004424085211643,-8.142503868368246e-07,-0.0004432227715511,-212.36056379218223,-0.3908484193785165,-212.75141221156076,-209.96569784324873,2.1629721266543256,-207.8027257165944,-4.948686494966353,223,True,True,"a,b,c",-212.36056379218223,-0.3908484193785165,-212.75141221156076,,False
TP,7,800-680,0.02-1.27,low cloud,0.0120831358840456,-0.148058554347368,0.0915731570012903,-0.0564853973460777,-12.253321966101709,7.578592004597251,-4.674729961504457,-12.250673706665204,7.629667002355613,-4.62100670430959,-0.0537232571948669,248,True,True,"a,b,c",-12.253321966101709,7.578592004597251,-4.674729961504457,,False
TP,8,800-680,1.27-3.55,low cloud,0.0339685808348383,-1.2665028100794746,0.4376260640508302,-0.8288767460286448,-37.28453703254341,12.883260156750463,-24.401276875792963,-37.30725601762449,12.911509492125225,-24.39574652549926,-0.0055303502937036,248,True,True,"a,b,c",-37.28453703254341,12.883260156750463,-24.401276875792963,,False
TP,9,800-680,3.55-9.38,low cloud,0.0296068866955449,-2.249210115591903,0.4046776437577702,-1.8445324718341327,-75.9691533500667,13.6683619564317,-62.300791393635,-75.95614348471074,13.68484708755866,-62.27129639715208,-0.0294949964829243,248,True,True,"a,b,c",-75.9691533500667,13.6683619564317,-62.300791393635,,False
TP,10,800-680,9.38-22.63,low cloud,0.009457173209933,-1.1194870986487753,0.1326562790878545,-0.9868308195609208,-118.37438881556628,14.027053977241602,-104.34733483832468,-118.4785520406585,14.093239315554165,-104.38531272510434,0.0379778867796574,248,True,True,"a,b,c",-118.37438881556628,14.027053977241602,-104.34733483832468,,False
TP,11,800-680,22.63-60.36,low cloud,0.0007561168897453,-0.1179104409210395,0.0099206864001605,-0.107989754520879,-155.94208054360212,13.12057240713447,-142.82150813646766,-156.7510293030044,13.455378358342232,-143.2956509446622,0.4741428081945287,248,True,True,"a,b,c",-155.94208054360212,13.12057240713447,-142.82150813646766,,False
TP,12,800-680,60.36-378.65,low cloud,3.844174981856981e-06,-0.0007796644628819,5.5477904635428075e-05,-0.0007241865582464,-202.8171107094825,14.431680372840033,-188.3854303366425,-206.07314610688616,14.741974262975235,-191.3311718439109,2.945741507268451,248,True,True,"a,b,c",-202.8171107094825,14.431680372840033,-188.3854303366425,,False
TP,13,680-560,0.02-1.27,mid-level cloud,0.0139996046310509,-0.1874418372356022,0.2006805210336286,0.0132386837980264,-13.3890807758855,14.334727752848206,0.9456469769627062,-13.398496955227412,14.367945729422834,0.9694487741954236,-0.0238017972327174,248,True,True,"a,b,c",-13.3890807758855,14.334727752848206,0.9456469769627062,,False
TP,14,680-560,1.27-3.55,mid-level cloud,0.019691956261274,-0.7567177127660996,0.5350328874855949,-0.2216848252805047,-38.42775713727587,27.170123698567355,-11.25763343870852,-38.47415562904385,27.162606319979,-11.311549309064844,0.0539158703563256,248,True,True,"a,b,c",-38.42775713727587,27.170123698567355,-11.25763343870852,,False
TP,15,680-560,3.55-9.38,mid-level cloud,0.0159410841189347,-1.2171434392555336,0.5117638704149206,-0.705379568840613,-76.35261379806768,32.10345460802445,-44.24915919004324,-76.28277932615796,32.1107128892423,-44.172066436915664,-0.0770927531275731,248,True,True,"a,b,c",-76.35261379806768,32.10345460802445,-44.24915919004324,,False
TP,16,680-560,9.38-22.63,mid-level cloud,0.0061414050379501,-0.7528329460087752,0.1867962307568327,-0.5660367152519424,-122.5831778488344,30.415878712207466,-92.16729913662694,-122.45176219501558,30.452392658048694,-91.99936953696688,-0.16792959966007,248,True,True,"a,b,c",-122.5831778488344,30.415878712207466,-92.16729913662694,,False
TP,17,680-560,22.63-60.36,mid-level cloud,0.000974164582698,-0.1580937008281887,0.0274424651425432,-0.1306512356856454,-162.28643869431028,28.170255447534014,-134.11618324677627,-162.461627656417,28.282649365577186,-134.17897829083984,0.0627950440635629,248,True,True,"a,b,c",-162.28643869431028,28.170255447534014,-134.11618324677627,,False
TP,18,680-560,60.36-378.65,mid-level cloud,1.4070120326768952e-05,-0.003032797953414,0.0003897532433406,-0.0026430447100733,-215.5488285088797,27.70077542258916,-187.84805308629055,-217.92218455497607,27.897127182611484,-190.0250573723646,2.177004286074009,248,True,True,"a,b,c",-215.5488285088797,27.70077542258916,-187.84805308629055,,False
TP,19,560-440,0.02-1.27,mid-level cloud,0.007822397535594,-0.0770716623074847,0.1468308806693598,0.069759218361875,-9.852690553859969,18.770572577172103,8.917882023312133,-9.797620266019916,18.623880981314848,8.82626071529493,0.0916213080172028,248,True,True,"a,b,c",-9.852690553859969,18.770572577172103,8.917882023312133,,False
TP,20,560-440,1.27-3.55,mid-level cloud,0.0062079933181089,-0.2826135414013307,0.2823577837183165,-0.0002557576830142,-45.52413749817286,45.482939373447415,-0.0411981247254543,-45.62595617091954,45.409784955358795,-0.2161712155607393,0.1749730908352849,248,True,True,"a,b,c",-45.52413749817286,45.482939373447415,-0.0411981247254543,,False
TP,21,560-440,3.55-9.38,mid-level cloud,0.0111789325325591,-0.9464290384032422,0.5614181967290904,-0.3850108416741518,-84.66184366411753,50.22109178080583,-34.4407518833117,-84.63658067907785,50.252972048424965,-34.38360863065287,-0.0571432526588253,248,True,True,"a,b,c",-84.66184366411753,50.22109178080583,-34.4407518833117,,False
TP,22,560-440,9.38-22.63,mid-level cloud,0.0055432742489407,-0.7309946952724842,0.2748629975159203,-0.4561316977565637,-131.8705628559093,49.58495379665607,-82.2856090592532,-131.68411933405562,49.59776372712629,-82.08635560692933,-0.1992534523238731,248,True,True,"a,b,c",-131.8705628559093,49.58495379665607,-82.2856090592532,,False
TP,23,560-440,22.63-60.36,mid-level cloud,0.0011151223198555,-0.1927812418556548,0.053280053067304,-0.1395011887883507,-172.87900925580297,47.77955935292124,-125.0994499028817,-172.74493303573385,47.65373395658043,-125.0911990791534,-0.0082508237282894,248,True,True,"a,b,c",-172.87900925580297,47.77955935292124,-125.0994499028817,,False
TP,24,560-440,60.36-378.65,mid-level cloud,2.8543160303338472e-05,-0.0064754962606391,0.0015673237568297,-0.0049081725038094,-226.8668287541289,54.91065951258396,-171.95616924154498,-228.47513372976485,53.951569899782854,-174.52356382998204,2.567394588437054,248,True,True,"a,b,c",-226.8668287541289,54.91065951258396,-171.95616924154498,,False
TP,25,440-310,0.02-1.27,thin high cloud,0.0314415432684023,-0.5717498994378272,1.1635455948540516,0.5917956954162246,-18.184536762621796,37.00663116060758,18.822094397985794,-18.13568678762643,36.90082243164604,18.765135644019615,0.0569587539661782,248,True,True,"a,b,c",-18.184536762621796,37.00663116060758,18.822094397985794,,False
TP,26,440-310,1.27-3.55,thin high cloud,0.0144498637267655,-0.7929137093109135,0.9457299541414068,0.1528162448304934,-54.87343855307073,65.4490569616673,10.575618408596576,-54.950557896190304,65.28393769597882,10.333379799788515,0.2422386088080621,248,True,True,"a,b,c",-54.87343855307073,65.4490569616673,10.575618408596576,,False
TP,27,440-310,3.55-9.38,thick anvil cloud,0.0122756926057512,-1.3336105326806984,0.945611162545715,-0.3879993701349832,-108.6383127625638,77.03118617540876,-31.607126587155015,-108.65486868195237,77.04636234470325,-31.608506337249107,0.0013797500940917,248,True,True,"a,b,c",-108.6383127625638,77.03118617540876,-31.607126587155015,,False
TP,28,440-310,9.38-22.63,thick anvil cloud,0.0083203825647404,-1.2727318599781494,0.6795141822395805,-0.5932176777385688,-152.9655457636829,81.66862244041305,-71.29692332326987,-152.83295991845296,81.71881048287383,-71.11414943557914,-0.182773887690729,248,True,True,"a,b,c",-152.9655457636829,81.66862244041305,-71.29692332326987,,False
TP,29,440-310,22.63-60.36,deep convective cloud,0.0019891686475257,-0.3789151268104428,0.1641402318487088,-0.214774894961734,-190.4891911913818,82.5170012873836,-107.9721899039982,-190.31724161564773,82.40666063143917,-107.91058098420854,-0.0616089197896769,248,True,True,"a,b,c",-190.4891911913818,82.5170012873836,-107.9721899039982,,False
TP,30,440-310,60.36-378.65,deep convective cloud,0.0001242810539913,-0.0285228338688822,0.0107576796937388,-0.0177651541751433,-229.50267118643563,86.55928919372505,-142.94338199271056,-230.62699421203624,86.46407475549415,-144.16291945654208,1.2195374638315286,248,True,True,"a,b,c",-229.50267118643563,86.55928919372505,-142.94338199271056,,False
TP,31,310-180,0.02-1.27,thin high cloud,0.044312819676923,-0.6677549450432343,1.3172949011084627,0.6495399560652285,-15.06911430849397,29.727174003203302,14.658059694709335,-15.100704350122678,29.73227141506894,14.631567064946264,0.0264926297630712,248,True,True,"a,b,c",-15.06911430849397,29.727174003203302,14.658059694709335,,False
TP,32,310-180,1.27-3.55,thin high cloud,0.0444543977453502,-2.914893178522935,3.6993588815087866,0.7844657029858516,-65.57041207082423,83.216938461296,17.646526390471767,-65.63163185159922,83.1796419234582,17.548010071858975,0.0985163186127913,248,True,True,"a,b,c",-65.57041207082423,83.216938461296,17.646526390471767,,False
TP,33,310-180,3.55-9.38,thick anvil cloud,0.0436134164857702,-5.05637857521119,4.777492078200187,-0.2788864970110036,-115.93631003113322,109.5417984454152,-6.394511585718038,-115.9396661300108,109.49836456932856,-6.441301560682253,0.0467899749642146,248,True,True,"a,b,c",-115.93631003113322,109.5417984454152,-6.394511585718038,,False
TP,34,310-180,9.38-22.63,thick anvil cloud,0.0294665129963887,-4.981431995962566,3.673563187760351,-1.3078688082022147,-169.05400366080167,124.6690841298582,-44.38491953094345,-169.06638104417345,124.67508402705715,-44.39129701711625,0.006377486172802,248,True,True,"a,b,c",-169.05400366080167,124.6690841298582,-44.38491953094345,,False
TP,35,310-180,22.63-60.36,deep convective cloud,0.0161403290062877,-3.379887455912193,2.1548238168265055,-1.2250636390856882,-209.4063543931162,133.5055695572904,-75.90078483582586,-209.4316599346623,133.5020063900884,-75.92965354457388,0.0288687087480212,248,True,True,"a,b,c",-209.4063543931162,133.5055695572904,-75.90078483582586,,False
TP,36,310-180,60.36-378.65,deep convective cloud,0.0033063831211726,-0.7956407027382342,0.4653476995564814,-0.3302930031817527,-240.6377826100346,140.7422196709735,-99.89556293906112,-240.65841271607488,140.6870290821378,-99.97138363393708,0.0758206948759578,248,True,True,"a,b,c",-240.6377826100346,140.7422196709735,-99.89556293906112,,False
TP,37,180-10,0.02-1.27,thin high cloud,0.0119869362207481,4.45741086195657e-05,0.088306881531965,0.0883514556405846,0.003718557252554,7.366926786438981,7.370645343691535,-0.2031141183864827,7.7952692510470065,7.592155132660524,-0.2215097889689889,248,True,True,"a,b,c",0.003718557252554,7.366926786438981,7.370645343691535,,False
TP,38,180-10,1.27-3.55,thin high cloud,0.0023005431011016,-0.1534914067645041,0.2421379997275966,0.0886465929630925,-66.71963967595457,105.25253780798413,38.53289813202953,-66.39091269533982,105.32561616032008,38.93470346498027,-0.4018053329507367,248,True,True,"a,b,c",-66.71963967595457,105.25253780798413,38.53289813202953,,False
TP,39,180-10,3.55-9.38,thick anvil cloud,0.0012953096620323,-0.1480916613161115,0.1774700081408712,0.0293783468247597,-114.32915669273537,137.00971539301145,22.68055870027611,-114.02302187000784,136.83213317931745,22.8091113093096,-0.1285526090334912,248,True,True,"a,b,c",-114.32915669273537,137.00971539301145,22.68055870027611,,False
TP,40,180-10,9.38-22.63,thick anvil cloud,0.0032579593316671,-0.6078490124502286,0.5162046176646434,-0.0916443947855852,-186.57354207647035,158.44415633036604,-28.12938574610431,-186.051590545612,158.35994643432093,-27.691644111291033,-0.4377416348132783,248,True,True,"a,b,c",-186.57354207647035,158.44415633036604,-28.12938574610431,,False
TP,41,180-10,22.63-60.36,deep convective cloud,0.0071468529478443,-1.6045850595737834,1.152082855554218,-0.4525022040195655,-224.5163110649642,161.20142165534668,-63.314889409617535,-224.3181786722174,161.13364076834102,-63.18453790387637,-0.1303515057411672,248,True,True,"a,b,c",-224.5163110649642,161.20142165534668,-63.314889409617535,,False
TP,42,180-10,60.36-378.65,deep convective cloud,0.0075844731986642,-1.9155935718779011,1.2588129487797743,-0.6567806230981269,-252.56778179600937,165.97236430362491,-86.59541749238443,-252.70565624446297,165.84780478812192,-86.85785145634104,0.2624339639566102,248,True,True,"a,b,c",-252.56778179600937,165.97236430362491,-86.59541749238443,,False
WP,1,1000-800,0.02-1.27,low cloud,0.0215630013995256,-0.1774085304257308,-0.0814972188925725,-0.2589057493183034,-8.22745067528649,-3.779493280298417,-12.006943955584909,-8.187827510818687,-3.846315881885016,-12.034143392703704,0.0271994371187958,248,True,True,d,,,,-12.006943955584909,False
WP,2,1000-800,1.27-3.55,low cloud,0.0341460450698654,-1.0188771171477873,-0.0348302172180556,-1.0537073343658432,-29.83880314874201,-1.0200366439741506,-30.858839792716164,-29.884173367076837,-1.18164574686337,-31.06581911394021,0.2069793212240469,248,True,True,d,,,,-30.858839792716164,False
WP,3,1000-800,3.55-9.38,low cloud,0.0114489935057782,-0.7392671010978112,0.0043925639734823,-0.7348745371243288,-64.57048829005869,0.3836637667114935,-64.18682452334718,-65.08033027438745,-0.2100317478462655,-65.29036202223371,1.1035374988865243,248,True,True,d,,,,-64.18682452334718,False
WP,4,1000-800,9.38-22.63,low cloud,0.001125512231878,-0.1099850266884061,0.0037081261608189,-0.1062769005275871,-97.71997457982944,3.2946120493347957,-94.42536253049464,-103.08976925011328,2.5188019873433336,-100.57096726276995,6.1456047322753165,248,True,True,d,,,,-94.42536253049464,False
WP,5,1000-800,22.63-60.36,low cloud,5.978563903386322e-05,-0.0078471553877547,0.0003104780308162,-0.0075366773569385,-131.25485508836013,5.193187458284996,-126.06166763007514,-142.38458221858886,4.539614097281954,-137.84496812130692,11.783300491231785,243,True,True,d,,,,-126.06166763007514,False
WP,6,1000-800,60.36-378.65,low cloud,2.162978298516821e-07,-3.690730821931683e-05,2.0844656674578986e-06,-3.482284255185893e-05,-170.6318932770828,9.6370160943697,-160.9948771827131,-196.97805556226663,6.781580907741548,-190.19647465452505,29.201597471811937,49,True,True,d,,,,-160.9948771827131,False
WP,7,800-680,0.02-1.27,low cloud,0.0132365490684659,-0.1685257971653502,0.07290088652606,-0.0956249106392902,-12.7318530149854,5.507544764800918,-7.224308250184481,-12.742300541444935,5.515835765722824,-7.226464775722115,0.0021565255376341,248,True,True,d,,,,-7.224308250184481,False
WP,8,800-680,1.27-3.55,low cloud,0.0339762805330586,-1.224291123254167,0.3636015896848901,-0.8606895335692765,-36.0337006890128,10.701630195545068,-25.33207049346774,-36.0250987123768,10.709581810068585,-25.315516902308225,-0.0165535911595142,248,True,True,d,,,,-25.33207049346774,False
WP,9,800-680,3.55-9.38,low cloud,0.021890303657732,-1.580669531934395,0.2430855886283562,-1.3375839433060384,-72.20866172754396,11.104715239639608,-61.10394648790433,-72.32172898672782,11.057075319073473,-61.26465366765433,0.1607071797499983,248,True,True,d,,,,-61.10394648790433,False
WP,10,800-680,9.38-22.63,low cloud,0.0056130828620451,-0.6041010220498425,0.0674370047761153,-0.5366640172737271,-107.6237491761761,12.01425427586581,-95.60949490031028,-109.633716944349,11.709415578707905,-97.92430136564109,2.314806465330804,248,True,True,d,,,,-95.60949490031028,False
WP,11,800-680,22.63-60.36,low cloud,0.000470943246956,-0.0670717378774633,0.0063644614396145,-0.0607072764378488,-142.4200013716847,13.51428538523822,-128.90571598644647,-147.02559049311287,13.589949107306444,-133.4356413858064,4.529925399359939,248,True,True,d,,,,-128.90571598644647,False
WP,12,800-680,60.36-378.65,low cloud,3.141663255709167e-06,-0.0005811121336537,5.863682512194812e-05,-0.0005224753085317,-184.96958023673977,18.664261682212672,-166.30531855452705,-206.64668547749187,15.613753934079307,-191.03293154341256,24.72761298888551,241,True,True,d,,,,-166.30531855452705,False
WP,13,680-560,0.02-1.27,mid-level cloud,0.0202516958616189,-0.2923839454407847,0.2576672896259537,-0.034716655814831,-14.437504268218389,12.723245074714203,-1.7142591935041862,-14.393787308286893,12.754992308588616,-1.6387949996982756,-0.0754641938059106,248,True,True,d,,,,-1.7142591935041862,False
WP,14,680-560,1.27-3.55,mid-level cloud,0.028104782200225,-1.0718310229128216,0.6891152174625229,-0.3827158054502987,-38.136962431405635,24.5195003666317,-13.617462064773934,-38.17248633144358,24.569622048749014,-13.60286428269456,-0.0145977820793721,248,True,True,d,,,,-13.617462064773934,False
WP,15,680-560,3.55-9.38,mid-level cloud,0.0188261551975786,-1.3696681026715456,0.5504824844704677,-0.8191856182010778,-72.75346921859577,29.24030311517183,-43.51316610342393,-72.77136049874827,29.293909358748454,-43.477451139999786,-0.0357149634241409,248,True,True,d,,,,-43.51316610342393,False
WP,16,680-560,9.38-22.63,mid-level cloud,0.0053948679070945,-0.6123135365727264,0.1509715491255563,-0.46134198744717,-113.49926395185769,27.984290204218222,-85.51497374763944,-114.23778046306435,27.953507311601037,-86.28427315146332,0.7692994038238794,248,True,True,d,,,,-85.51497374763944,False
WP,17,680-560,22.63-60.36,mid-level cloud,0.0006899405630145,-0.1061341640130891,0.0192609550716981,-0.0868732089413909,-153.83088008243058,27.91683241168296,-125.9140476707476,-156.02962238906747,27.7702499116838,-128.25937247738366,2.3453248066360715,248,True,True,d,,,,-125.9140476707476,False
WP,18,680-560,60.36-378.65,mid-level cloud,1.358500722599569e-05,-0.0029082052627056,0.0004031958620243,-0.0025050094006812,-214.074620228438,29.679473504647262,-184.3951467237907,-218.5081872047783,28.923619287479053,-189.58456791729927,5.189421193508565,248,True,True,d,,,,-184.3951467237907,False
WP,19,560-440,0.02-1.27,mid-level cloud,0.012942010567452,-0.1386517135462019,0.2269328250568095,0.0882811115106076,-10.713305542718198,17.53458814409592,6.821282601377728,-10.612481989659408,17.43335034619469,6.820868356535284,0.0004142448424442,248,True,True,d,,,,6.821282601377728,False
WP,20,560-440,1.27-3.55,mid-level cloud,0.0101665817013898,-0.4500189864913366,0.4278346558513348,-0.0221843306400018,-44.26453253504227,42.08244898999301,-2.182083545049273,-44.42270165421238,42.22631999862839,-2.1963816555839824,0.0142981105347095,248,True,True,d,,,,-2.182083545049273,False
WP,21,560-440,3.55-9.38,mid-level cloud,0.0161936918434504,-1.2961233123012057,0.7673259172806253,-0.5287973950205801,-80.03877836081125,47.38424842825276,-32.65452993255849,-80.24425648646412,47.637533561221424,-32.60672292524269,-0.0478070073157965,248,True,True,d,,,,-32.65452993255849,False
WP,22,560-440,9.38-22.63,mid-level cloud,0.0058029115644322,-0.7185177519096916,0.2729724197569149,-0.4455453321527767,-123.82021403078136,47.04059621208866,-76.77961781869273,-124.57662558851838,47.26004852259104,-77.31657706592736,0.5369592472346341,248,True,True,d,,,,-76.77961781869273,False
WP,23,560-440,22.63-60.36,mid-level cloud,0.0008435030981338,-0.1380928013607934,0.0392045631268438,-0.0988882382339495,-163.71344890884606,46.478268086481435,-117.23518082236464,-165.85865500226382,46.33652932765086,-119.52212567461298,2.2869448522483538,248,True,True,d,,,,-117.23518082236464,False
WP,24,560-440,60.36-378.65,mid-level cloud,2.3582594351109153e-05,-0.0052650437751505,0.0011217001655774,-0.004143343609573,-223.25973541171987,47.56474834265623,-175.69498706906367,-225.52358732814685,46.45805560985682,-179.06553171829,3.370544649226332,248,True,True,d,,,,-175.69498706906367,False
WP,25,440-310,0.02-1.27,thin high cloud,0.0544660775262936,-1.0023977759521028,1.980921861091022,0.9785240851389192,-18.404075003715704,36.3698278095155,17.96575280579979,-18.29678153238415,36.18387453194024,17.887092999556092,0.0786598062436993,248,True,True,d,,,,17.96575280579979,False
WP,26,440-310,1.27-3.55,thin high cloud,0.0247303450116391,-1.317885425226455,1.569296633193639,0.2514112079671846,-53.29021591110847,63.45631783361943,10.166101922510975,-53.56013366574586,63.33102220869431,9.77088854294845,0.3952133795625272,248,True,True,d,,,,10.166101922510975,False
WP,27,440-310,3.55-9.38,thick anvil cloud,0.0174152847756537,-1.8054748066868376,1.2651131921712098,-0.5403616145156277,-103.67185090253916,72.64384180153137,-31.028009101007804,-103.9364172096454,72.88912349545583,-31.04729371418956,0.0192846131817567,248,True,True,d,,,,-31.028009101007804,False
WP,28,440-310,9.38-22.63,thick anvil cloud,0.0099614101296264,-1.470909040815056,0.7702039624400216,-0.700705078375034,-147.66072490484007,77.31876836888206,-70.34195653595798,-147.90995944319528,77.70281271885031,-70.20714672434497,-0.1348098116130103,248,True,True,d,,,,-70.34195653595798,False
WP,29,440-310,22.63-60.36,deep convective cloud,0.0018506732953597,-0.3438588848934448,0.145677414951359,-0.1981814699420858,-185.8020460745882,78.71590048693058,-107.08614558765764,-186.51518492442003,79.21024055012664,-107.3049443742934,0.218798786635773,248,True,True,d,,,,-107.08614558765764,False
WP,30,440-310,60.36-378.65,deep convective cloud,9.534274702991287e-05,-0.021763698819014,0.0079040632391204,-0.0138596355798935,-228.2680067125177,82.9015681354416,-145.3664385770761,-229.21388069665744,83.52257838495161,-145.6913023117058,0.3248637346297016,248,True,True,d,,,,-145.3664385770761,False
WP,31,310-180,0.02-1.27,thin high cloud,0.0711193568016528,-1.0903040669957071,2.0727697125143636,0.9824656455186568,-15.330623279348456,29.14494457950712,13.814321300158674,-15.29883878226748,29.156373709516693,13.857534927249214,-0.0432136270905392,248,True,True,d,,,,13.814321300158674,False
WP,32,310-180,1.27-3.55,thin high cloud,0.0764744727719908,-4.990120279300723,6.252902687128521,1.2627824078277992,-65.25210437447274,81.76457398760483,16.51246961313212,-65.26713026411099,81.73230331648807,16.46517305237709,0.0472965607550293,248,True,True,d,,,,16.51246961313212,False
WP,33,310-180,3.55-9.38,thick anvil cloud,0.0757565285552149,-8.692506780879397,8.173360896077204,-0.5191458848021919,-114.74267560377837,107.88985519736528,-6.85282040641308,-114.64796262489298,107.88287531955046,-6.765087305342514,-0.0877331010705662,248,True,True,d,,,,-6.85282040641308,False
WP,34,310-180,9.38-22.63,thick anvil cloud,0.0477828987140417,-7.965261342560222,5.882623269799798,-2.0826380727604232,-166.6969053139403,123.111477706795,-43.58542760714528,-166.5372218035071,123.25529747722824,-43.28192432627887,-0.3035032808664155,248,True,True,d,,,,-43.58542760714528,False
WP,35,310-180,22.63-60.36,deep convective cloud,0.0226406624853892,-4.693802736604669,2.99856698667241,-1.695235749932258,-207.31737596608448,132.44166280944657,-74.87571315663789,-207.2339803843003,132.6643144669817,-74.56966591731855,-0.3060472393193407,248,True,True,d,,,,-74.87571315663789,False
WP,36,310-180,60.36-378.65,deep convective cloud,0.0037162879034469,-0.890876368584351,0.5167302428323076,-0.3741461257520433,-239.72210757891875,139.04472857256926,-100.67737900634948,-239.6301944636622,139.3374596957841,-100.29273476787807,-0.3846442384713953,248,True,True,d,,,,-100.67737900634948,False
WP,37,180-10,0.02-1.27,thin high cloud,0.0146242506084442,0.0193356331200168,0.0923758068892902,0.111711440009307,1.3221623204988202,6.316618154502317,7.638780475001137,0.9833088702665004,6.79319396254693,7.77650283281343,-0.1377223578122928,248,True,True,d,,,,7.638780475001137,False
WP,38,180-10,1.27-3.55,thin high cloud,0.0041610263193061,-0.2769744036779872,0.4263660977531942,0.1493916940752069,-66.56396341279923,102.46657075322072,35.90260734042149,-65.95804880997967,102.494977097938,36.536928287958325,-0.6343209475368354,248,True,True,d,,,,35.90260734042149,False
WP,39,180-10,3.55-9.38,thick anvil cloud,0.0029288158690156,-0.3337193416897732,0.394677869023545,0.0609585273337719,-113.94343537271638,134.75680502789348,20.81336965517713,-113.8211105610646,134.90780594737492,21.086695386310332,-0.2733257311332018,248,True,True,d,,,,20.81336965517713,False
WP,40,180-10,9.38-22.63,thick anvil cloud,0.007342969950216,-1.356188234088513,1.1533679824016232,-0.2028202516868898,-184.69205829292753,157.0710475762865,-27.621010716641024,-184.17134620202185,157.17766989664224,-26.9936763053796,-0.6273344112614261,248,True,True,d,,,,-27.621010716641024,False
WP,41,180-10,22.63-60.36,deep convective cloud,0.0139924880330903,-3.113368592119602,2.241485806932668,-0.871882785186934,-222.502859016702,160.1920831829085,-62.31077583379352,-222.19642479833772,160.29386543033937,-61.90255936799836,-0.4082164657951637,248,True,True,d,,,,-62.31077583379352,False
WP,42,180-10,60.36-378.65,deep convective cloud,0.0123343561952697,-3.098443276264408,2.0447452013160428,-1.053698074948365,-251.20429694195735,165.7764028332675,-85.42789410868988,-250.85698500441237,165.7290402405428,-85.1279447638696,-0.299949344820277,248,True,True,d,,,,-85.42789410868988,False
