month,region,phase_index,HCCF_anom,HCTB_anom,LCSP_anom,NetPath_low_anom,NetPath_high_total_anom,NetPath_high_contrast_anom,direct_Net_anom,anomaly_convention,detrended,standardized
2005-06-01,CP,0,-0.012342800604169,-0.007364527072305,-0.005969553087675,-0.246865701918929,0.011661745736816,0.377090919177681,-0.048487532883883,calendar_month_anomaly_only,False,False
2005-07-01,CP,0,0.024905992082273,-0.004134910536147,0.000453821391834,0.080441609348585,0.266861567153640,-0.233949638150832,0.227876648306847,calendar_month_anomaly_only,False,False
2005-08-01,CP,0,-0.021072164298046,0.004845267262656,-0.002501331821506,-0.304305110824174,-0.069882293713912,0.611039146248709,-0.485350996255875,calendar_month_anomaly_only,False,False
2005-09-01,CP,0,0.006093519895298,-0.021260707312306,0.003743603618464,0.283506647160172,0.485362843190731,0.385689178350047,1.103193402290344,calendar_month_anomaly_only,False,False
2005-10-01,CP,0,0.010873321468872,-0.018272365718170,-0.000902961565484,0.448227405619723,0.987582266521260,0.394178391215767,2.094217061996460,calendar_month_anomaly_only,False,False
2005-11-01,CP,-1,-0.009972898101448,-0.026812070037528,-0.003695534139012,-0.083837094582446,0.913009036036718,0.735253208841513,0.910917937755585,calendar_month_anomaly_only,False,False
2005-12-01,CP,-1,-0.029085668770675,-0.032017054573143,-0.017661150321144,-0.386823734863393,1.729558136994460,1.352942792072815,1.721297502517700,calendar_month_anomaly_only,False,False
2006-01-01,CP,-1,-0.026089783961230,0.010162933094329,-0.014050959446126,-0.073964190445081,-0.350078047987581,0.900289237830529,-0.400817066431046,calendar_month_anomaly_only,False,False
2006-02-01,CP,-1,0.029358940339366,-0.046910574790036,0.009197411644583,0.254151589358450,0.476949740567504,-0.624787680388092,0.556710481643677,calendar_month_anomaly_only,False,False
2006-03-01,CP,-1,-0.032270000685675,-0.001903258479546,0.004489573087295,-0.010978293014976,-0.131744070117009,1.196714877769621,-0.022415211424232,calendar_month_anomaly_only,False,False
2006-04-01,CP,0,-0.038572855890520,0.018853100044475,-0.002102835810937,-0.186478119473567,-0.506796573189613,1.009506200872046,-0.500708103179932,calendar_month_anomaly_only,False,False
2006-05-01,CP,0,0.010410785768579,-0.018164275492278,0.024955925573565,0.896549093360175,0.514574878572122,0.328004294732446,1.605951070785522,calendar_month_anomaly_only,False,False
2006-06-01,CP,0,0.017516130418919,-0.012896341312447,-0.002430001509123,-0.313341383306395,0.924614806947720,0.195541305131925,0.644693017005920,calendar_month_anomaly_only,False,False
2006-07-01,CP,0,-0.029763555087953,0.010869178931821,-0.008497639222055,-0.822456540097819,-0.882373790784445,0.580889305043648,-2.044556379318237,calendar_month_anomaly_only,False,False
2006-08-01,CP,0,0.056321600127399,-0.017406571472790,0.015185300554857,0.092311188613542,0.065601339063585,-1.315540188759327,-0.097358748316765,calendar_month_anomaly_only,False,False
2006-09-01,CP,1,0.050094319330217,-0.003450747727909,0.025095660663608,0.999726960671330,-0.154691358529918,-0.872719028940826,1.268974304199219,calendar_month_anomaly_only,False,False
2006-10-01,CP,1,0.075330658257200,0.002719033382712,0.028750150980717,0.677105717277372,-1.637457858095447,-2.755231459630599,-1.743657469749451,calendar_month_anomaly_only,False,False
2006-11-01,CP,1,0.068301403147346,-0.008095488139035,0.035505518666574,1.221403180078369,-0.090180084698166,-1.570083383532980,1.404312252998352,calendar_month_anomaly_only,False,False
2006-12-01,CP,1,0.076122386603949,-0.004003664505029,0.028273982779095,0.700943411490006,0.316965572568343,-0.860526166067530,1.353741288185120,calendar_month_anomaly_only,False,False
2007-01-01,CP,1,0.124917220807749,0.001280650069146,0.039586705697632,1.067679730883125,-0.652050824551219,-3.594866554975278,-0.257972121238708,calendar_month_anomaly_only,False,False
2007-02-01,CP,0,0.029326951890699,-0.031508199733129,0.005741661488639,0.079660425110817,0.547352113596700,0.150491701774897,0.959728956222534,calendar_month_anomaly_only,False,False
2007-03-01,CP,0,0.004676322226210,-0.022807825648471,-0.002797614794533,0.037525048548440,0.888846542502781,0.672727361429681,1.303848862648010,calendar_month_anomaly_only,False,False
2007-04-01,CP,0,-0.000972705097429,-0.006058921254282,-0.011300935702293,-0.406613520675722,0.896954661701269,0.866511286674047,0.584921956062317,calendar_month_anomaly_only,False,False
2007-05-01,CP,-1,0.007260675955638,0.009393409515884,0.001340411730378,-0.398827109472215,-0.001572068595410,-0.056524569527563,-0.289318501949310,calendar_month_anomaly_only,False,False
2007-06-01,CP,0,-0.018379133274761,-0.008723968238525,-0.022225632669792,-0.832802493988150,0.642088909984446,0.741920983130587,0.143732592463493,calendar_month_anomaly_only,False,False
2007-07-01,CP,-1,-0.034580249511608,-0.010572254100419,-0.005832787065167,-0.133143411646685,0.889651286621744,1.135027058424830,0.713774621486664,calendar_month_anomaly_only,False,False
2007-08-01,CP,-1,0.005683455692894,-0.003605748399612,-0.004257907641729,0.367606819082918,0.642442330095561,0.299985556034288,1.439128398895264,calendar_month_anomaly_only,False,False
2007-09-01,CP,-1,-0.033974579605351,0.003531088052697,-0.021316531410957,-0.442821701390447,0.382431486100089,1.086409709682906,0.205090165138245,calendar_month_anomaly_only,False,False
2007-10-01,CP,-1,-0.036462543968688,0.011491848412703,-0.016960264958541,-0.498779966441353,0.384328791120247,1.160990535531798,0.310512274503708,calendar_month_anomaly_only,False,False
2007-11-01,CP,-1,-0.010672949588361,-0.008177079250323,-0.032396567764019,-1.198983116395659,-0.395653430789590,-0.168252549964039,-2.287519931793213,calendar_month_anomaly_only,False,False
2007-12-01,CP,-1,-0.096233858608562,0.024665015057170,-0.049648623101563,-1.624990819692429,-0.178877974872623,2.001775604818084,-1.719032406806946,calendar_month_anomaly_only,False,False
2008-01-01,CP,-1,0.017382278124400,-0.000404774264293,-0.008287538290177,-0.100517232933926,-1.755348544695576,-1.826430702008379,-2.640573501586914,calendar_month_anomaly_only,False,False
2008-02-01,CP,-1,-0.184941747092048,0.008225061615377,-0.076733711862836,-2.857862790786261,1.646189833557169,5.948185019177764,-0.584362447261810,calendar_month_anomaly_only,False,False
2008-03-01,CP,-1,-0.114660323311954,-0.007891895689704,-0.042711708841660,-1.055463632451443,2.323262686846111,3.950975137082136,2.458269357681274,calendar_month_anomaly_only,False,False
2008-04-01,CP,-1,-0.060254831146239,-0.008856644369768,-0.027231296402921,-0.650210417996337,0.821403255619117,1.983520580757284,0.523375153541565,calendar_month_anomaly_only,False,False
2008-05-01,CP,-1,-0.071311064859159,0.010599641363378,-0.028083922723752,-0.664088602276045,0.695090074751026,1.713473921150046,0.214885741472244,calendar_month_anomaly_only,False,False
2008-06-01,CP,-1,-0.048010340064923,0.022386572397410,-0.023488864640709,-0.894898321122134,-0.530166486695224,0.941558332315276,-1.722937822341919,calendar_month_anomaly_only,False,False
2008-07-01,CP,0,-0.070470999790351,0.007664759406526,-0.032457321190680,-0.618134616880850,1.107929314239843,1.938430605905352,0.748027145862579,calendar_month_anomaly_only,False,False
2008-08-01,CP,0,-0.051006037415804,0.013462590412359,-0.030509135721140,-0.365976265985095,0.549466596140390,1.485222856587178,0.515202641487122,calendar_month_anomaly_only,False,False
2008-09-01,CP,0,-0.041635541710575,-0.000293520735057,-0.031201856678838,-0.822989261689596,0.762615901250006,0.900175077140836,-0.026134667918086,calendar_month_anomaly_only,False,False
2008-10-01,CP,0,-0.059218775027559,0.012858114899501,-0.034160987844532,-0.646725232497613,0.615404799566694,1.336919796814641,0.103666931390762,calendar_month_anomaly_only,False,False
2008-11-01,CP,-1,-0.064842722002313,0.020493183436384,-0.028887571237593,-0.934271789392040,0.028734418082013,1.642187783275469,-0.890046417713165,calendar_month_anomaly_only,False,False
2008-12-01,CP,-1,-0.100130388560261,-0.005564193557625,-0.048121994769924,-1.820739148407575,1.199912190649617,3.252379577020099,-0.121525265276432,calendar_month_anomaly_only,False,False
2009-01-01,CP,-1,-0.074283791305293,0.008963047649666,-0.036995909905562,-1.124889222739272,-0.069057352633773,1.869823520388785,-1.302581191062927,calendar_month_anomaly_only,False,False
2009-02-01,CP,-1,-0.093099039057519,0.026970969840804,-0.036473654362665,-1.354038378298317,-0.603587200897302,2.733166163869493,-2.361121416091919,calendar_month_anomaly_only,False,False
2009-03-01,CP,-1,-0.003889117401867,-0.014969902157581,0.010963335166820,0.535187923473655,-0.078189333742653,0.677775491412289,0.467439740896225,calendar_month_anomaly_only,False,False
2009-04-01,CP,0,-0.019154148183080,0.010089554649412,-0.018007703225318,-0.681485125730611,0.535077177329967,0.494909298328624,-0.072068192064762,calendar_month_anomaly_only,False,False
2009-05-01,CP,0,-0.022161783397119,-0.009274101512297,0.007410567578960,0.299542624954815,0.724196367188739,0.947259603095339,1.775031328201294,calendar_month_anomaly_only,False,False
2009-06-01,CP,0,0.001484027261282,-0.026174794029531,0.023183185503299,0.931928599000442,1.049641085851181,0.791578424377658,2.206571578979492,calendar_month_anomaly_only,False,False
2009-07-01,CP,1,0.067906900249253,-0.020554342152382,0.013516826580920,0.269310033908887,-0.270434266772415,-1.364521431186271,-0.017606085166335,calendar_month_anomaly_only,False,False
2009-08-01,CP,1,-0.003276994558296,0.009833399195238,0.018994113159456,0.563053785078266,-0.793968738536226,-0.072716703492591,-0.674337387084961,calendar_month_anomaly_only,False,False
2009-09-01,CP,1,0.064015123044039,0.006333277580173,0.008902870627524,0.007587991488399,-1.108012585383114,-1.626270979924375,-1.259498834609985,calendar_month_anomaly_only,False,False
2009-10-01,CP,1,0.043461488441933,-0.015425015930148,0.026020245006990,0.545050421801869,-0.150514374793864,-0.969594325652933,-0.033125337213278,calendar_month_anomaly_only,False,False
2009-11-01,CP,1,0.067252519948367,-0.001254770293663,0.026345281177746,0.900059330369142,-0.336312284182693,-1.612032932444395,0.476872712373734,calendar_month_anomaly_only,False,False
2009-12-01,CP,1,0.154956342646380,-0.045446040553970,0.059900073323923,1.724505476872443,1.338380834554552,-3.865959089199173,3.042495489120483,calendar_month_anomaly_only,False,False
2010-01-01,CP,1,0.152505173834270,0.013877930227292,0.058263413505618,1.401407405550847,-1.354932533131119,-4.497494186922173,0.248872369527817,calendar_month_anomaly_only,False,False
2010-02-01,CP,1,0.180158285182889,0.055133936641025,0.053598961285925,1.631021218961068,-3.211658774800622,-6.720461348132027,-1.546051144599915,calendar_month_anomaly_only,False,False
2010-03-01,CP,1,0.074138793076150,0.022499475926019,-0.000561773724224,-0.403324669618768,-1.864215256612826,-2.748347471002358,-2.309841632843018,calendar_month_anomaly_only,False,False
2010-04-01,CP,0,-0.018194541862661,-0.004076365539449,-0.012918762759022,-0.812097477790890,-0.112942646121520,-0.018026272578402,-1.173007965087891,calendar_month_anomaly_only,False,False
2010-05-01,CP,0,-0.054388533821206,0.012817673268819,-0.036108150767956,-1.613051749964814,0.146087134265428,1.255176215290606,-1.730319976806641,calendar_month_anomaly_only,False,False
2010-06-01,CP,-1,-0.047680981351887,0.011659385591999,-0.033790815531120,-1.222171950968276,-0.267453891151803,0.725731183249316,-1.642946720123291,calendar_month_anomaly_only,False,False
2010-07-01,CP,-1,-0.042989852011385,0.003750774142756,-0.040135285206460,-1.445453138891500,0.617911504787075,0.875829821693509,-0.890881359577179,calendar_month_anomaly_only,False,False
2010-08-01,CP,-1,-0.059575899768194,0.008667181996196,-0.045788647123352,-1.381706746719580,0.262450795172496,1.383755285728855,-0.953844130039215,calendar_month_anomaly_only,False,False
2010-09-01,CP,-1,-0.092999885171406,0.035698964767465,-0.051922354129002,-2.127336409775349,-0.163417609087924,2.118587846907751,-2.563508033752441,calendar_month_anomaly_only,False,False
2010-10-01,CP,-1,-0.076707506240617,0.022996707376608,-0.046878061472457,-1.699190720752155,-0.157085066019497,1.844595472632128,-1.860230922698975,calendar_month_anomaly_only,False,False
2010-11-01,CP,-1,-0.118233257078226,0.006425490433024,-0.058978898072941,-2.079038666745556,1.072883549233342,3.153632841057414,-0.913319945335388,calendar_month_anomaly_only,False,False
2010-12-01,CP,-1,-0.147307646980260,0.031984855979189,-0.057485292341055,-1.946126551658860,0.154777334431774,3.790994178033461,-1.244388222694397,calendar_month_anomaly_only,False,False
2011-01-01,CP,-1,-0.133495115797381,0.031031167131769,-0.045005327752791,-1.078552587080692,-1.155180038004742,2.672866050345226,-2.186185598373413,calendar_month_anomaly_only,False,False
2011-02-01,CP,-1,-0.158959106976832,0.003117138184241,-0.041984752336890,-1.370726807885005,1.643189718555073,4.889598354836753,0.647274136543274,calendar_month_anomaly_only,False,False
2011-03-01,CP,-1,-0.138739163087892,0.013080369854869,-0.045081181387352,-1.290663950675646,1.007536256512879,3.676732078711474,0.010757244192064,calendar_month_anomaly_only,False,False
2011-04-01,CP,-1,-0.110351537097685,-0.011404533214579,-0.029164656306444,-0.887664505003213,1.922378977505488,3.473840785023633,1.387366175651550,calendar_month_anomaly_only,False,False
2011-05-01,CP,-1,-0.002697612898733,-0.004621926854706,-0.001387181179016,0.167690797483518,-0.478377687545262,-0.355027199599305,-0.707347095012665,calendar_month_anomaly_only,False,False
2011-06-01,CP,0,-0.033452224969580,0.012156273575789,-0.027641281244443,-1.073770689051729,-0.392255098510187,0.588755189321045,-2.232825517654419,calendar_month_anomaly_only,False,False
2011-07-01,CP,0,-0.039318792286626,0.002556180597346,-0.030514729473358,-1.058426789190198,-0.424583673651843,0.606971751672710,-1.613630890846252,calendar_month_anomaly_only,False,False
2011-08-01,CP,-1,-0.026782560132931,0.007612724736549,-0.034596013937365,-1.532544806550447,-0.297122831139276,0.295115742643782,-2.273721218109131,calendar_month_anomaly_only,False,False
2011-09-01,CP,-1,-0.079208214380311,0.009061352342417,-0.043823763580212,-1.582966303308508,0.376170664639047,1.994754039798553,-1.744329333305359,calendar_month_anomaly_only,False,False
2011-10-01,CP,-1,-0.072125348583945,0.011939283499687,-0.026918963023899,-0.889450955377424,0.561476830838737,1.717848672380006,-0.764515459537506,calendar_month_anomaly_only,False,False
2011-11-01,CP,-1,-0.016863551666470,0.020844597565612,-0.015231051247224,-0.409270665830410,-1.154384170711593,-0.242400911471197,-1.873439431190491,calendar_month_anomaly_only,False,False
2011-12-01,CP,-1,-0.108218121243168,0.021504160949485,-0.050650618240734,-1.429443071911190,0.456556851450008,3.022452248584036,-1.432083725929260,calendar_month_anomaly_only,False,False
2012-01-01,CP,-1,-0.138727068366417,0.023222079404799,-0.059024778969860,-1.619378952944110,-0.032351416760623,3.583300720119735,-1.357124924659729,calendar_month_anomaly_only,False,False
2012-02-01,CP,-1,-0.137487651264636,-0.009578958704940,-0.042344906030839,-1.052669451073997,2.215435085617137,4.244516513270847,1.980738639831543,calendar_month_anomaly_only,False,False
2012-03-01,CP,-1,-0.048663768568131,0.009611191703908,-0.033659736617138,-1.763808851667462,0.046437946888053,1.565050912207125,-1.633206129074097,calendar_month_anomaly_only,False,False
2012-04-01,CP,-1,-0.010825073109367,-0.013216755988072,-0.003948847163662,-0.408382186145555,0.579216355286218,0.705465927176283,0.409604758024216,calendar_month_anomaly_only,False,False
2012-05-01,CP,0,-0.001475050564376,-0.027489359147554,-0.023165325176883,-1.110410486844970,0.986004517705496,1.060415077249317,0.288734853267670,calendar_month_anomaly_only,False,False
2012-06-01,CP,0,-0.037187860527062,-0.007409110958203,-0.019753270027092,-0.785491896071391,0.626685259944883,1.510697861295954,-0.254636436700821,calendar_month_anomaly_only,False,False
2012-07-01,CP,0,0.032522050565140,-0.013257460991567,-0.009866037882932,-0.637872535600587,0.675145610460859,-0.159031558008278,0.152457877993584,calendar_month_anomaly_only,False,False
2012-08-01,CP,1,-0.014474652672057,-0.015204562933092,-0.010876679949262,-0.245993297897099,0.943332564300621,0.819226718076960,0.726431369781494,calendar_month_anomaly_only,False,False
2012-09-01,CP,0,0.022778184291550,-0.009744136771177,-0.003756983960338,0.049510918414501,0.569420125263834,-0.359688658154158,0.760903179645538,calendar_month_anomaly_only,False,False
2012-10-01,CP,0,0.022848622127032,-0.017314590734223,0.013280606280097,0.648683351206923,0.046315240526001,-0.672902929581481,0.840716123580933,calendar_month_anomaly_only,False,False
2012-11-01,CP,0,0.032324142493014,-0.013163352017102,0.007152255106081,0.506009004585623,-0.195870236900168,-1.268349501246895,0.161816030740738,calendar_month_anomaly_only,False,False
2012-12-01,CP,0,0.018912575473192,0.002950010527036,0.011266967189379,0.397831132817322,-1.305633367706447,-0.864085255943738,-1.007114648818970,calendar_month_anomaly_only,False,False
2013-01-01,CP,-1,0.065901368571315,-0.023852203581888,0.014223541397257,0.274235793109287,-0.932801770291101,-2.559003212648532,-1.346006631851196,calendar_month_anomaly_only,False,False
2013-02-01,CP,-1,-0.031961409585745,-0.013166355013494,-0.025454466833452,-0.936531828621967,1.765328618064127,1.540384108835893,0.555768132209778,calendar_month_anomaly_only,False,False
2013-03-01,CP,0,0.031098950744317,-0.001275068935848,0.009140546517206,0.351361277375845,-1.458563453746298,-1.463859673969734,-1.784468770027161,calendar_month_anomaly_only,False,False
2013-04-01,CP,0,-0.047975360544416,-0.033945986628117,-0.021945739070094,-0.927566710023288,2.136855449737132,2.056756753507393,1.896241664886475,calendar_month_anomaly_only,False,False
2013-05-01,CP,0,-0.045596243000817,-0.003996293808497,-0.016304751214271,-0.578127281370448,0.828485874350113,1.529227752581359,0.421022146940231,calendar_month_anomaly_only,False,False
2013-06-01,CP,0,0.000563422386591,-0.002997121930516,-0.008038043637761,-0.447945081165068,0.043489496653690,-0.165629207707256,-0.358695328235626,calendar_month_anomaly_only,False,False
2013-07-01,CP,0,-0.021485615130989,0.008253693976270,-0.007405218486518,-0.218797640194166,0.574033045496717,0.767781061356244,0.532752215862274,calendar_month_anomaly_only,False,False
2013-08-01,CP,0,-0.013290122569601,-0.001569837541949,0.008604059990836,0.308779781060344,0.516576432401280,0.351513015933547,1.224506258964539,calendar_month_anomaly_only,False,False
2013-09-01,CP,0,-0.015468488947931,0.006094909934479,-0.007456173491538,-0.475352046897705,-0.522640524352058,0.087856868420151,-1.971592783927917,calendar_month_anomaly_only,False,False
2013-10-01,CP,0,0.021554134107944,0.001392228421803,0.009651243344561,0.185230066143063,-0.662038448923805,-1.287742028900620,-0.548921644687653,calendar_month_anomaly_only,False,False
2013-11-01,CP,0,-0.009067475266984,-0.010027708509528,0.007358202766756,0.365507685898902,1.038224694581340,0.488013019909792,1.650633811950684,calendar_month_anomaly_only,False,False
2013-12-01,CP,0,-0.050972249653336,-0.000084485681555,-0.015238681398759,-0.219790960029286,-0.227345212804166,1.118112566705475,-0.388367414474487,calendar_month_anomaly_only,False,False
2014-01-01,CP,-1,-0.018927708091834,-0.006043454190594,-0.004972660729948,-0.208336858645407,-0.467941349459622,0.449230886463669,-0.996712088584900,calendar_month_anomaly_only,False,False
2014-02-01,CP,-1,0.018651928749073,-0.000313579436028,0.012228399275098,0.118339870736665,-0.722884645398622,-0.175928398219840,-0.692880153656006,calendar_month_anomaly_only,False,False
2014-03-01,CP,0,0.077985422450730,0.012590245106538,0.026040462342846,0.810905507787453,-1.247145770887973,-2.716886755219273,-1.250353574752808,calendar_month_anomaly_only,False,False
2014-04-01,CP,0,0.064417602031707,0.031002058885941,0.022375291817277,0.943856179888025,-2.341046016906404,-3.095229724300586,-1.821723461151123,calendar_month_anomaly_only,False,False
2014-05-01,CP,0,0.020356520595856,-0.024266394699024,0.013128507567695,0.610517850996072,1.430490690085193,0.048271826701799,2.404875278472900,calendar_month_anomaly_only,False,False
2014-06-01,CP,0,0.069292120673750,-0.037381215208015,0.018949454216264,0.578781911635717,0.042801862229492,-1.746166797402800,0.809087216854095,calendar_month_anomaly_only,False,False
2014-07-01,CP,0,0.016793568404195,0.002857958847299,0.007537880699429,-0.277144226981526,-1.154869660051466,-1.373042195111298,-2.415356636047363,calendar_month_anomaly_only,False,False
2014-08-01,CP,0,-0.008990070365539,-0.000741846048030,0.006916786561382,0.147317705851187,0.094030079074436,0.147107139256958,0.601360440254211,calendar_month_anomaly_only,False,False
2014-09-01,CP,0,0.016014900329814,-0.021755066413056,0.015814174325371,0.498157281503232,0.410125029000842,-0.375558106895956,1.037377834320068,calendar_month_anomaly_only,False,False
2014-10-01,CP,1,0.040870476492979,-0.032217819984052,0.023718129153092,0.936209574012835,0.644246666833061,-0.868832910017353,1.822884440422058,calendar_month_anomaly_only,False,False
2014-11-01,CP,1,0.029644115259638,-0.019771723416379,0.029284083879050,1.097069546438531,1.113001404094806,-0.525759604542193,2.563178062438965,calendar_month_anomaly_only,False,False
2014-12-01,CP,1,0.045823972093354,-0.011674301820889,0.022741555527824,0.468970303141865,-0.236913465366224,-1.173528971054072,-0.037296224385500,calendar_month_anomaly_only,False,False
2015-01-01,CP,1,0.018377633711024,-0.027076950723297,0.011544733854071,-0.234853853360565,0.899726503261883,0.126484556275026,0.622636377811432,calendar_month_anomaly_only,False,False
2015-02-01,CP,0,0.017801346929944,-0.040926937298559,0.022229004569283,0.454131256523730,0.757265392518192,0.595000606258628,2.263665914535522,calendar_month_anomaly_only,False,False
2015-03-01,CP,1,0.157203999552832,0.026436074796628,0.053177351567368,1.439398759323637,-2.255777288130735,-5.191116383913835,-2.380338668823242,calendar_month_anomaly_only,False,False
2015-04-01,CP,1,0.103311811453898,-0.012027823188949,0.048911682524970,1.942256686685476,-1.460635085126629,-2.909600842238794,0.772861957550049,calendar_month_anomaly_only,False,False
