month,region,phase_index,NetPath_low_monthly,NetPath_thin_monthly,NetPath_thick_monthly,NetPath_deep_monthly,NetPath_high_total_monthly,NetPath_high_contrast_monthly
2005-02-01,CP,0,-5.237125774097836,5.016022886577586,-5.217357422428801,-7.771982750229811,-7.973317286081026,-18.005363059236196
2005-03-01,CP,1,-6.915519312280358,3.170393546811694,-2.574005254184152,-3.442488382451992,-2.846100089824450,-9.186887183447837
2005-04-01,CP,0,-6.229292035859925,3.321415244587812,-3.380290194708770,-4.127740625495738,-4.186615575616697,-10.829446064792320
2005-05-01,CP,0,-6.691280742948154,3.665987813126252,-1.821207340698765,-2.680419846130123,-0.835639373702637,-8.167614999955141
2005-06-01,CP,0,-6.460068949125158,3.154552114983777,-1.300182855239525,-1.980404233194812,-0.126034973450561,-6.435139203418114
2005-07-01,CP,0,-6.044491188874861,3.353360704091666,-1.686626596883901,-2.232131108795748,-0.565397001587983,-7.272118409771315
2005-08-01,CP,0,-6.787975151895212,2.309668402102506,-2.037005489734331,-2.485052329337679,-2.212389416969504,-6.831726221174517
2005-09-01,CP,0,-6.448613120826112,2.606770546262428,-2.368696958170253,-2.586109364364964,-2.348035776272789,-7.561576868797645
2005-10-01,CP,0,-5.915936019092378,3.094652329635978,-2.299025300988171,-3.237219730662110,-2.441592702014304,-8.630897361286259
2005-11-01,CP,-1,-6.084227122297384,3.344512810487349,-2.663659485323253,-3.136750377952705,-2.455897052788610,-9.144922673763308
2005-12-01,CP,-1,-7.132269857180503,3.338434403512519,-2.123923579102897,-2.961849872611730,-1.747339048202109,-8.424207855227147
2006-01-01,CP,-1,-7.269835263087958,2.898306810564287,-3.188947531372402,-3.873760183588504,-4.164400904396619,-9.961014525525194
2006-02-01,CP,-1,-7.180248702634729,3.661596287015934,-4.006905774023896,-4.092511214407570,-4.437820701415532,-11.761013275447400
2006-03-01,CP,-1,-6.887829277319321,2.001181444502032,-3.370666318124402,-3.692458515774695,-5.061943389397065,-9.064306278401130
2006-04-01,CP,0,-6.669581709318014,2.113780332361775,-3.093321591259170,-3.068624352848099,-4.048165611745494,-8.275726276469046
2006-05-01,CP,0,-5.728106739783952,3.156200293946386,-1.755215710068132,-2.276739976205116,-0.875755392326862,-7.188155980219634
2006-06-01,CP,0,-6.526544630512624,3.701803452612106,-1.010716336613846,-1.904169028237917,0.786918087760342,-6.616688817463869
2006-07-01,CP,0,-6.947389338321265,2.371323553525384,-1.895197085588060,-2.190758827463391,-1.714632359526068,-6.457279466576836
2006-08-01,CP,0,-6.391358852457496,3.340699885995273,-2.443094307488027,-2.974511362699253,-2.076905784192007,-8.758305556182552
2006-09-01,CP,1,-5.732392807314953,2.915947549047540,-2.734821862516980,-3.169215664523998,-2.988089977993437,-8.819985076088518
2006-10-01,CP,1,-5.687057707434729,3.356837192750807,-3.614806346169200,-4.808663673212618,-5.066632826631011,-11.780307212132625
2006-11-01,CP,1,-4.778986847636570,3.995586546307154,-3.133695906711333,-4.320976813119314,-3.459086173523493,-11.450259266137801
2006-12-01,CP,1,-6.044502710827103,3.738872600369633,-2.988552785004374,-3.910251427993484,-3.159931612628225,-10.637676813367491
2007-01-01,CP,1,-6.128191341759752,4.994898318685371,-3.905160404987438,-5.556111594658191,-4.466373680960257,-14.456170318331001
2007-02-01,CP,0,-7.354739866882362,3.309157782449038,-3.694750658833529,-3.981825452001845,-4.367418328386336,-10.985733893284412
2007-03-01,CP,0,-6.839325935755905,2.773470508981897,-3.262157716303610,-3.552665569455563,-4.041352776777275,-9.588293794741070
2007-04-01,CP,0,-6.889717110520169,2.887153406906216,-2.596647735747456,-2.934920048013372,-2.644414376854613,-8.418721190667044
2007-05-01,CP,-1,-7.023482942616342,3.090391252492625,-1.832555895141438,-2.649737696845581,-1.391902339494394,-7.572684844479644
2007-06-01,CP,0,-7.046005741194379,3.287350665131138,-1.143067441781281,-1.639891032552789,0.504392190797069,-6.070309139465207
2007-07-01,CP,-1,-6.258076209870132,2.980267215537888,-1.150327114573106,-1.772547383084660,0.057392717880121,-5.903141713195653
2007-08-01,CP,-1,-6.116063221988120,2.821357509114453,-2.009097971651038,-2.312324330623446,-1.500064793160031,-7.142779811388937
2007-09-01,CP,-1,-7.174941469376730,2.204944602050678,-2.168382122186814,-2.487529613227295,-2.450967133363430,-6.860856337464786
2007-10-01,CP,-1,-6.862943391153454,2.409619519777455,-2.462959281404458,-2.991506415788315,-3.044846177415317,-7.864085216970228
2007-11-01,CP,-1,-7.199373144110598,3.141934456476971,-3.007865619176276,-3.898628356915613,-3.764559519614918,-10.048428432568860
2007-12-01,CP,-1,-8.370436942009539,2.059799941206343,-2.580832779645088,-3.134742321630447,-3.655775160069191,-7.775375042481878
2008-01-01,CP,-1,-7.296388305576803,3.559031532129743,-4.265556321230050,-4.863146612004308,-5.569671401104614,-12.687734465364102
2008-02-01,CP,-1,-10.292263082779440,0.959729983727839,-2.223965667938422,-2.004344924215284,-3.268580608425867,-5.188040575881544
2008-03-01,CP,-1,-7.932314616755788,1.851554693327335,-2.281190347519817,-2.177300978241464,-2.606936632433945,-6.310046019088615
2008-04-01,CP,-1,-7.133314007840784,2.290873056823521,-2.565767081971583,-2.445071757788703,-2.719965782936765,-7.301711896583807
2008-05-01,CP,-1,-7.288744435420171,2.553723078827038,-1.367678193650315,-1.881285081324680,-0.695240196147957,-5.802686353802034
2008-06-01,CP,-1,-7.108101568328363,2.601404292198959,-1.452944703479870,-1.816322794601690,-0.667863205882601,-5.870671790280518
2008-07-01,CP,0,-6.743067415104297,2.687704455606676,-0.857607359204525,-1.554426350903931,0.275670745498220,-5.099738165715132
2008-08-01,CP,0,-6.849646307056133,2.182250991860422,-1.799762485137649,-1.975529033837976,-1.593040527115202,-5.957542510836047
2008-09-01,CP,0,-7.555109029675879,2.488154125896672,-2.057717065456314,-2.501219778653870,-2.070782718213513,-7.047090970006856
2008-10-01,CP,0,-7.010888657209714,2.437192893359258,-2.376524098558161,-2.874438963769967,-2.813770168968870,-7.688155955687385
2008-11-01,CP,-1,-6.934661817106979,2.448908214293018,-2.457598991903377,-3.331480893132956,-3.340171670743315,-8.237988099329351
2008-12-01,CP,-1,-8.566185270724684,2.123893037866456,-2.029637705545590,-2.371240326867818,-2.276984994546952,-6.524771070279863
2009-01-01,CP,-1,-8.320760295382149,2.554050016962064,-2.993402292966019,-3.444027933038856,-3.883380209042810,-8.991480242966938
2009-02-01,CP,-1,-8.788438670291496,1.442350894154739,-3.588399825041528,-3.372308711993548,-5.518357642880337,-8.403059431189815
2009-03-01,CP,-1,-6.341663060830690,2.287428505867876,-3.724454224353765,-3.571362934536821,-5.008388653022710,-9.583245664758461
2009-04-01,CP,0,-7.164588715575058,2.892015658893277,-2.593920017774865,-3.304387502344327,-3.006291861225914,-8.790323179012468
2009-05-01,CP,0,-6.325113208189312,2.951383384073249,-1.523074072956921,-2.094443214826573,-0.666133903710245,-6.568900671856742
2009-06-01,CP,0,-5.281274648205787,3.466298032440970,-0.947662039694995,-1.606691626082171,0.911944366663804,-6.020651698218137
2009-07-01,CP,1,-5.855622764314560,3.649998683646358,-2.111145529625316,-2.641545989535080,-1.102692835514038,-8.402690202806754
2009-08-01,CP,1,-5.920616255992772,2.289503104561999,-2.510896252047945,-2.715082714305873,-2.936475861791819,-7.515482070915817
2009-09-01,CP,1,-6.724531776497884,2.816062911112717,-3.181540129539296,-3.575933986420055,-3.941411204846633,-9.573537027072067
2009-10-01,CP,1,-5.819113002910232,3.207490367412765,-3.002384811100486,-3.784794899641707,-3.579689343329428,-9.994670078154959
2009-11-01,CP,1,-5.100330697345796,3.893495221020597,-3.328239444913163,-4.270474149115455,-3.705218373008021,-11.492208815049215
2009-12-01,CP,1,-5.020940645444666,5.752296692928559,-3.336380753307850,-4.554432290262726,-2.138516350642017,-13.643109736499134
2010-01-01,CP,1,-5.794463667092030,5.094771280368870,-4.320647419928003,-5.943379249981025,-5.169255389540157,-15.358797950277896
2010-02-01,CP,1,-5.803379073032112,4.865128863203838,-5.587121130669770,-7.404436949317725,-8.126429216783658,-17.856686943191335
2010-03-01,CP,1,-7.280175653923113,3.107477025640113,-4.393444244870473,-5.508447356662523,-6.794414575892882,-13.009368627173108
2010-04-01,CP,0,-7.295201067635337,2.824473532621045,-3.085845718056922,-3.392939499241525,-3.654311684677402,-9.303258749919493
2010-05-01,CP,0,-8.237707583108941,2.508370461513959,-1.701770973377379,-2.050842624770136,-1.244243136633556,-6.260984059661475
2010-06-01,CP,-1,-7.435375198174505,2.840674164503649,-1.296646964475457,-1.949177810367372,-0.405150610339180,-6.086498939346479
2010-07-01,CP,-1,-7.570385937114946,2.973995942986213,-1.308576110003042,-1.879766896937719,-0.214347063954548,-6.162338949926975
2010-08-01,CP,-1,-7.865376787790618,2.089476876805637,-1.961687909959180,-2.007845294929554,-1.880056328083096,-6.059010081694371
2010-09-01,CP,-1,-8.859456177761633,1.415930985844249,-2.095724292600397,-2.317022921795295,-2.996816228551443,-5.828678200239941
2010-10-01,CP,-1,-8.063354145464256,1.797110122657418,-2.689494011869914,-2.693876145342565,-3.586260034555061,-7.180480279869898
2010-11-01,CP,-1,-8.079428694460494,2.215260250977711,-2.104869703231781,-2.406413087337915,-2.296022539591986,-6.726543041547407
2010-12-01,CP,-1,-8.691572673975969,1.332018309250853,-2.384645000669543,-2.269493159346105,-3.322119850764795,-5.986156469266501
2011-01-01,CP,-1,-8.274423659723569,1.609467409298359,-3.107635576323707,-3.471334727388432,-4.969502894413780,-8.188437713010497
2011-02-01,CP,-1,-8.805127099878185,1.487523258397296,-2.425934255922439,-2.333169725902820,-3.271580723427963,-6.246627240222555
2011-03-01,CP,-1,-8.167514934979991,1.330813007346050,-2.616908049031796,-2.636568021081431,-3.922663062767178,-6.584289077459276
2011-04-01,CP,-1,-7.370768094847659,2.096200815633533,-1.902961150347720,-1.812229726336206,-1.618990061050394,-5.811391692317459
2011-05-01,CP,-1,-6.456965035660609,3.001239758053571,-2.409025133365726,-2.460922583132090,-1.868707958444245,-7.871187474551386
2011-06-01,CP,0,-7.286973936257958,2.846761557788593,-1.622081223791630,-1.754632151694527,-0.529951817697564,-6.223474933274749
2011-07-01,CP,0,-7.183359587413644,2.587177388777154,-1.875826306466585,-1.968193324704035,-1.256842242393466,-6.431197019947774
2011-08-01,CP,-1,-8.016214847621486,2.354009835192288,-2.454552898840885,-2.339086890746271,-2.439629954394868,-7.147649624779444
2011-09-01,CP,-1,-8.315086071294791,1.747642026262334,-2.128096981297456,-2.076772999789349,-2.457227954824472,-5.952512007349139
2011-10-01,CP,-1,-7.253614380089525,2.219764471212597,-2.403522034688165,-2.683940574221259,-2.867698137696827,-7.307227080122020
2011-11-01,CP,-1,-6.409660693545348,2.799643267269548,-3.394055755565467,-3.928877771241003,-4.523290259536921,-10.122576794076018
2011-12-01,CP,-1,-8.174889194228300,1.867179032484683,-2.349848906540632,-2.537670459690610,-3.020340333746560,-6.754698398715925
2012-01-01,CP,-1,-8.815250025586987,1.715664385033164,-2.671769976926524,-2.890568681276301,-3.846674273169660,-7.278003043235988
2012-02-01,CP,-1,-8.487069743067176,2.096186862711281,-2.369434452439900,-2.426087766637279,-2.699335356365899,-6.891709081788461
2012-03-01,CP,-1,-8.640659835971807,1.906104435785811,-3.430957337755899,-3.358908470421915,-4.883761372392003,-8.695970243963625
2012-04-01,CP,-1,-6.891485775990001,2.808806933447573,-2.911062530273697,-2.859897086443539,-2.962152683269664,-8.579766550164809
2012-05-01,CP,0,-7.735066319989096,3.025709722254638,-1.587408626544373,-1.842626848903752,-0.404325753193487,-6.455745197702764
2012-06-01,CP,0,-6.998695143277620,2.895260401028673,-1.037875283007039,-1.368396577264128,0.488988540757506,-5.301532261299840
2012-07-01,CP,0,-6.762805333824033,3.520043685673999,-1.548168939990097,-2.128987703964667,-0.157112958280764,-7.197200329628762
2012-08-01,CP,1,-6.729663338968138,2.712182045195648,-1.844902620655705,-2.066453983494913,-1.199174558954971,-6.623538649346266
2012-09-01,CP,0,-6.682608849571783,3.021488105551082,-2.517839735962077,-2.767626863788691,-2.263978494199686,-8.306954705301850
2012-10-01,CP,0,-5.715480073505177,3.157559477036972,-3.162539291510806,-3.377879913535728,-3.382859728009563,-9.697978682083507
2012-11-01,CP,0,-5.494381023129315,3.791874529063110,-3.287333566628298,-4.069317288160308,-3.564776325725496,-11.148525383851716
2012-12-01,CP,0,-6.347614989499788,2.929352675170342,-3.579498548766881,-4.132384679306477,-4.782530552903015,-10.641235903243700
2013-01-01,CP,-1,-6.921635279533590,4.336591174652058,-4.245818732844294,-4.837897068507903,-4.747124626700138,-13.420306976004255
2013-02-01,CP,-1,-8.370932120615146,3.223199831152253,-2.890393822446630,-3.482247832624532,-3.149441823918909,-9.595841486223415
2013-03-01,CP,0,-6.525489706928500,2.668059028557065,-4.714843072683101,-4.341978728900318,-6.388762773026355,-11.724880830140485
2013-04-01,CP,0,-7.410670299867735,2.911981067507475,-2.135829998428605,-2.180664657897620,-1.404513588818749,-7.228475723833699
2013-05-01,CP,0,-7.202783114514575,2.712544062910926,-1.496634122563248,-1.777754336896548,-0.561844396548871,-5.986932522370722
2013-06-01,CP,0,-6.661148328371297,3.441826053884681,-1.489313997866968,-2.046719278551401,-0.094207222533688,-6.977859330303050
2013-07-01,CP,0,-6.343730438417612,3.006081093509667,-1.357174410066792,-1.907132206687781,-0.258225523244906,-6.270387710264240
2013-08-01,CP,0,-6.174890260010694,2.732660830317684,-2.032711494068799,-2.325880027103197,-1.625930690854312,-7.091252351489679
2013-09-01,CP,0,-7.207471814883989,2.251685017455982,-2.735905675003509,-2.871818486268050,-3.356039143815577,-7.859409178727541
2013-10-01,CP,0,-6.178933358569037,3.110802181971639,-3.338382436294578,-3.863633163136430,-4.091213417459369,-10.312817781402646
2013-11-01,CP,0,-5.634882341816036,3.530740734225521,-2.585273964855562,-3.276148163613947,-2.330681394243988,-9.392162862695029
2013-12-01,CP,0,-6.965237082346396,2.477397841296876,-2.963119785297958,-3.218520453999653,-3.704242398000735,-8.659038080594486
2014-01-01,CP,-1,-7.404207931288284,3.064904335511697,-3.687175054658820,-3.659993486721536,-4.282264205868660,-10.412072876892054
2014-02-01,CP,-1,-7.316060421256514,2.837249452948745,-4.056861232568230,-4.418043307762172,-5.637655087381658,-11.312153993279148
2014-03-01,CP,0,-6.065945476516892,3.400281410610997,-4.445518665629570,-5.132107835149457,-6.177345090168029,-12.977907911390023
2014-04-01,CP,0,-5.539247409956422,3.249023573089696,-4.497496348112673,-4.633942280439308,-5.882415055462285,-12.380462201641677
2014-05-01,CP,0,-6.014137982148054,3.754024433718246,-1.663136728354260,-2.050727286177776,0.040160419186209,-7.467888448250282
2014-06-01,CP,0,-5.634421335570512,4.231751031520354,-1.976670856654857,-2.349975031823383,-0.094894856957886,-8.558396919998595
2014-07-01,CP,0,-6.402077025204973,3.212041368969346,-2.497775221031930,-2.701394376730505,-1.987128228793089,-8.411210966731781
2014-08-01,CP,0,-6.336352335219852,2.623590591992556,-2.187802508818065,-2.484265127355646,-2.048477044181156,-7.295658228166268
2014-09-01,CP,0,-6.233962486483051,2.949775281790486,-2.528987439994714,-2.844061432258449,-2.423273590462677,-8.322824154043648
2014-10-01,CP,1,-5.427953850699265,3.554490180408438,-2.999259213008378,-3.340159269102564,-2.784928301702503,-9.893908662519380
2014-11-01,CP,1,-4.903320481276407,4.075015401208246,-2.814712887974777,-3.516207197963991,-2.255904684730522,-10.405935487147014
2014-12-01,CP,1,-6.276475819175245,3.618434483895621,-3.195187699463028,-4.137057434995386,-3.713810650562793,-10.950679618354034
2015-01-01,CP,1,-7.430724926003442,3.910111426966771,-2.999959073200469,-3.824748706913457,-2.914596353147155,-10.734819207080697
2015-02-01,CP,0,-6.980269035469449,3.191859969667918,-3.484118363577843,-3.865246655554919,-4.157505049464843,-10.541224988800680
2015-03-01,CP,1,-5.437452224980707,4.133080466336897,-5.192418670106894,-6.126638403640795,-7.185976607410792,-15.452137540084586
2015-04-01,CP,1,-4.540846903158971,3.596414597948686,-4.207672202049544,-4.390746519581653,-5.002004123682511,-12.194833319579885
2015-05-01,CP,1,-5.257874349529001,3.919496618317469,-2.976365507179351,-3.676161052523001,-2.733029941384883,-10.572023178019821
2015-06-01,CP,1,-5.438533363422633,4.370732516511905,-2.161261034135395,-2.852052916042076,-0.642581433665566,-9.384046466689375
2015-07-01,CP,1,-5.096851151903473,2.654232446259544,-2.805817385431458,-3.065763906419047,-3.217348845590961,-8.525813738110049
2015-08-01,CP,1,-5.578432113367316,3.593385645231644,-2.963424767330331,-3.427166389773587,-2.797205511872274,-9.983976802335562
2015-09-01,CP,1,-5.617824852691965,3.541080849538503,-3.719016803401577,-4.466593255061685,-4.644529208924759,-11.726690908001764
2015-10-01,CP,1,-6.023657218571882,2.992075218198583,-4.229532844797546,-4.691138637206704,-5.928596263805666,-11.912746700202831
2015-11-01,CP,1,-4.613143234158693,3.922644578408055,-3.916462333334693,-4.993128447736785,-4.986946202663423,-12.832235359479533
2015-12-01,CP,1,-4.550188297844038,4.981170191548119,-4.114268486296123,-5.760444170173631,-4.893542464921635,-14.855882848017874
2016-01-01,CP,1,-6.008538534958410,5.470933987073476,-3.432803178143659,-5.087833117268945,-3.049702308339128,-13.991570282486080
2016-02-01,CP,1,-6.190007970745686,4.165692771144234,-5.845187160570547,-6.879248625429957,-8.558743014856271,-16.890128557144738
2016-03-01,CP,1,-6.753948947793752,3.749716180152525,-4.104469843034445,-4.523458729312612,-4.878212392194532,-12.377644752499581
2016-04-01,CP,1,-6.629083193661946,3.729472880744650,-3.103197486557862,-3.846769651461742,-3.220494257274953,-10.679440018764254
2016-05-01,CP,0,-6.177206367575000,3.357675928734446,-2.094078410256598,-2.738703993283701,-1.475106474805853,-8.190458332274744
2016-06-01,CP,0,-5.554442645850341,4.403638744716930,-1.234633962528157,-2.211178711855685,0.957826070333087,-7.849451419100773
2016-07-01,CP,-1,-5.930043514150358,3.327088392099242,-1.443099570519565,-2.171429228901928,-0.287440407322252,-6.941617191520735
2016-08-01,CP,-1,-6.602743694291934,2.492702638459797,-2.185822331614423,-2.174468570944330,-1.867588264098957,-6.852993541018551
2016-09-01,CP,-1,-6.953185891533566,2.407648113549569,-2.232909452770227,-2.662568942912917,-2.487830282133574,-7.303126509232714
2016-10-01,CP,-1,-7.146165490201923,2.714531131322012,-2.383294944692698,-3.053596031639823,-2.722359845010510,-8.151422107654533
2016-11-01,CP,-1,-6.411201270046619,2.782774819033758,-3.015813911773751,-3.495871128223751,-3.728910220963744,-9.294459859031260
2016-12-01,CP,-1,-6.332357531125056,3.466692054576778,-2.841646294599416,-3.364344932803348,-2.739299172825986,-9.672683281979541
2017-01-01,CP,0,-7.822110323653464,2.653797067327828,-2.430594504670122,-2.955385145460512,-2.732182582802806,-8.039776717458462
2017-02-01,CP,0,-6.859522877558217,3.021210906424870,-2.772177010050064,-3.093511941223170,-2.844478044848365,-8.886899857698104
2017-03-01,CP,0,-7.004326404773884,2.361860175459452,-2.410845165246712,-2.567932641370863,-2.616917631158122,-7.340637982077027
2017-04-01,CP,0,-6.845376399377087,2.944733518144700,-2.432802703184376,-3.059142077431157,-2.547211262470833,-8.436678298760233
2017-05-01,CP,0,-6.587496391445374,2.964049277426708,-1.702743065896891,-2.202923284938321,-0.941617073408503,-6.869715628261920
2017-06-01,CP,0,-5.640199456730064,3.325072469412389,-1.254997866093186,-1.917847595275605,0.152227008043597,-6.497917930781179
2017-07-01,CP,0,-6.004934578827678,3.459069034129702,-1.222650089261688,-1.904205234705268,0.332213710162746,-6.585924358096657
2017-08-01,CP,0,-6.566358210659303,3.042464130657220,-1.899080945900840,-2.252934506119544,-1.109551321363165,-7.194479582677603
2017-09-01,CP,0,-6.952714854779348,2.292700047199522,-2.214092061452773,-2.480667064326498,-2.402059078579748,-6.987459172978793
2017-10-01,CP,-1,-6.803127318190180,2.338888895971590,-3.094813053250048,-3.657534652506664,-4.413458809785121,-9.091236601728301
2017-11-01,CP,-1,-6.954172824354422,2.348275526160512,-3.004933010604056,-3.375934551090854,-4.032592035534398,-8.729143087855421
2017-12-01,CP,-1,-7.729532138360044,3.260599046050398,-2.576995698294291,-3.394315505943305,-2.710712158187198,-9.231910250287994
2018-01-01,CP,-1,-8.084497786854993,2.235065873365792,-2.412926882599777,-2.767367474603158,-2.945228483837143,-7.415360230568727
2018-02-01,CP,-1,-6.828758997306045,4.062606703606063,-3.704089795618652,-4.769691588676654,-4.411174680689244,-12.536388087901370
2018-03-01,CP,-1,-6.624541241496788,2.538531535524813,-4.233944767855321,-4.566697431090826,-6.262110663421334,-11.339173734470959
2018-04-01,CP,-1,-5.697953945872765,2.765342933565170,-3.348458519958952,-3.661350944311278,-4.244466530705060,-9.775152397835400
2018-05-01,CP,0,-6.158368337092850,2.528919721789716,-2.597580566663413,-2.900669560617010,-2.969330405490707,-8.027169849070139
2018-06-01,CP,0,-6.004301553468444,2.510747644876989,-1.981409096292774,-2.418182599507719,-1.888844050923504,-6.910339340677481
2018-07-01,CP,0,-5.832399010348929,2.942337174766737,-2.142804415254523,-2.562621336576698,-1.763088577064484,-7.647762926597958
2018-08-01,CP,0,-5.955698009210971,2.610912515666599,-2.213551589932290,-2.455900232178726,-2.058539306444417,-7.280364337777615
2018-09-01,CP,1,-5.508180738108301,3.231951985520133,-2.651757410287226,-3.392032832433067,-2.811838257200160,-9.275742228240427
2018-10-01,CP,1,-4.987514957094429,3.293127438731396,-2.351987512317836,-2.898441795826296,-1.957301869412736,-8.543556746875529
2018-11-01,CP,1,-5.186856333341835,4.052121436577697,-3.155024571633529,-4.043217356022331,-3.146120491078163,-11.250363364233557
2018-12-01,CP,1,-5.906744522470280,3.378275148920706,-3.586972744798629,-4.480997032922867,-4.689694628800789,-11.446244926642201
2019-01-01,CP,1,-6.931230522582689,4.705518555749564,-3.173053611089770,-3.996273829749223,-2.463808885089429,-11.874845996588558
2019-02-01,CP,1,-5.732135270933084,4.354774418430068,-4.593889887733687,-6.547000863677678,-6.786116332981297,-15.495665169841434
2019-03-01,CP,1,-6.029284513511425,2.893142416284209,-4.743015604027897,-5.481740567868409,-7.331613755612096,-13.117898588180516
2019-04-01,CP,1,-6.060713823960084,3.750597902889515,-2.732588358296222,-3.271189939707331,-2.253180395114038,-9.754376200893068
2019-05-01,CP,1,-5.145921943881414,3.453288458638094,-2.564920593211952,-3.185356538053158,-2.296988672627016,-9.203565589903203
2019-06-01,CP,1,-5.804787127308478,3.622955933928015,-1.697519024535644,-2.190245201349295,-0.264808291956924,-7.510720159812953
2019-07-01,CP,0,-4.603969307260386,4.013142535984270,-1.578831223289139,-2.413947740897725,0.020363571797406,-8.005921500171134
2019-08-01,CP,0,-5.475777943237934,3.008440504362937,-2.669038912384073,-3.176068038187993,-2.836666446209129,-8.853547454935004
2019-09-01,CP,0,-5.864151295099849,2.599123232837337,-2.618894647412749,-3.524156664747743,-3.543928079323155,-8.742174544997829
2019-10-01,CP,1,-4.984299790439962,3.107034308024879,-2.358764694793536,-3.112786516914932,-2.364516903683589,-8.578585519733346
2019-11-01,CP,1,-5.057480017427651,3.344956818086333,-3.376729009091818,-4.024409598459529,-4.056181789465013,-10.746095425637678
2019-12-01,CP,1,-5.245697919372413,4.030291184399479,-3.323724289957463,-4.337791249561660,-3.631224355119644,-11.691806723918601
2020-01-01,CP,1,-5.849337964574306,4.294531209181462,-4.126183853521925,-5.231329541818626,-5.062982186159090,-13.652044604522011
2020-02-01,CP,0,-6.545436144749078,3.673653339843746,-5.014095657956499,-6.299608724557872,-7.640051042670625,-14.987357722358116
2020-03-01,CP,1,-6.347961529657788,2.773990444403393,-3.771723389356961,-3.867868884206850,-4.865601829160417,-10.413582717967204
2020-04-01,CP,0,-5.998134405297725,2.784421925932938,-2.906574174293439,-3.252514137022239,-3.374666385382739,-8.943510237248617
2020-05-01,CP,0,-7.476806153744060,2.977704717800072,-1.975530366074123,-2.481813837231264,-1.479639485505315,-7.435048921105459
2020-06-01,CP,0,-6.457346891157950,3.400223225020223,-1.065077769772414,-1.894060110812404,0.441085344435405,-6.359361105605041
2020-07-01,CP,0,-5.643314201314387,3.392008280200481,-1.345783554642243,-1.930741799753949,0.115482925804289,-6.668533634596674
2020-08-01,CP,-1,-6.922234754027343,2.317787973000372,-1.888968509081836,-2.458204738585486,-2.029385274666951,-6.664961220667695
2020-09-01,CP,-1,-6.732932145070688,2.534633180198544,-2.371776896596808,-2.819115848183857,-2.656259564582121,-7.725525924979210
2020-10-01,CP,-1,-7.791514112194179,2.237084287570447,-2.675955382385226,-3.205750546890051,-3.644621641704830,-8.118790216845724
2020-11-01,CP,-1,-7.682038596055866,2.667637730841673,-2.462291264574961,-3.160726419494172,-2.955379953227461,-8.290655414910805
2020-12-01,CP,-1,-8.129283857650053,1.868173087043673,-2.871820985372555,-3.021550209856143,-4.025198108185024,-7.761544282272371
2021-01-01,CP,-1,-9.276925324161908,1.445538697814132,-2.241717976616647,-2.576809978218364,-3.372989257020878,-6.264066652649143
2021-02-01,CP,-1,-8.369168753712989,2.536757549869399,-3.509650882304464,-3.808446568880929,-4.781339901315993,-9.854855001054792
2021-03-01,CP,-1,-7.199452125765385,1.735713656693669,-3.747452616253957,-3.527503646725758,-5.539242606286047,-9.010669919673385
2021-04-01,CP,-1,-6.619172122840213,2.422881447693498,-3.980321945985983,-3.715439444815686,-5.272879943108171,-10.118642838495168
2021-05-01,CP,-1,-6.939531937732246,3.084444890977196,-2.386394586131443,-2.723255016036669,-2.025204711190915,-8.194094493145307
2021-06-01,CP,0,-6.370385733128883,2.897375215225301,-1.191529559244083,-1.803152586325460,-0.097306930344242,-5.892057360794844
2021-07-01,CP,0,-6.238111405494988,3.019827702651933,-1.804602306468870,-2.102758539990562,-0.887533143807500,-6.927188549111365
2021-08-01,CP,-1,-6.769938232166025,2.086586475533905,-1.826550015653388,-2.144961562963481,-1.884925103082964,-6.058098054150774
2021-09-01,CP,-1,-6.988048292268643,1.851734361286054,-2.418063643501964,-2.429928093832318,-2.996257376048228,-6.699726098620335
2021-10-01,CP,-1,-7.760784691509219,2.204688353610628,-2.524026278732694,-3.183424203405892,-3.502762128527958,-7.912138835749214
2021-11-01,CP,-1,-7.038850701534031,2.494089718792749,-2.588568862091215,-3.315604540129918,-3.410083683428384,-8.398263121013882
2021-12-01,CP,-1,-7.433987499600622,2.380527958665116,-3.639685880571411,-3.523478374416222,-4.782636296322517,-9.543692213652749
2022-01-01,CP,-1,-7.451427166668494,2.866823239919098,-3.301537465112961,-3.972313317362393,-4.407027542556255,-10.140674022394451
2022-02-01,CP,-1,-8.556983425954124,1.655504454243951,-3.164713768838966,-3.050207072947959,-4.559416387542974,-7.870425296030877
2022-03-01,CP,-1,-7.851054786008927,2.277579926034589,-2.184764781778507,-2.693634695053717,-2.600819550797635,-7.155979402866812
2022-04-01,CP,-1,-7.128139853440417,2.186175944843856,-2.618980486377968,-2.751611878963900,-3.184416420498013,-7.556768310185724
2022-05-01,CP,-1,-7.150135584988224,2.698524917570129,-1.963752959112201,-2.353426797764225,-1.618654839306298,-7.015704674446555
2022-06-01,CP,-1,-5.820450305672269,2.534140892192086,-1.472886528873841,-2.190514572749804,-1.129260209431560,-6.197541993815731
2022-07-01,CP,-1,-7.062046576315385,2.315593406007237,-2.061624005600859,-2.141103866596375,-1.887134466189997,-6.518321278204471
2022-08-01,CP,-1,-7.616368882690619,1.583611965880668,-1.742237930755909,-1.934750923263126,-2.093376888138367,-5.260600819899704
2022-09-01,CP,-1,-8.249146092584068,1.602122083498309,-1.952667828019729,-2.200878459671810,-2.551424204193229,-5.755668371189848
